OnlineSecurity,tenure_bins,Partner,TechSupport,monthly_charges_bins,OnlineBackup,PhoneService,StreamingTV,gender,MultipleLines,InternetService,SeniorCitizen,DeviceProtection,PaymentMethod,PaperlessBilling,Dependents,Contract,StreamingMovies,original_customer_count,original_churn_sum,original_customer_ratio,original_churn_ratio,new_customer_count_float,new_customer_count_int,new_customer_optimized,new_churn_customers
No internet service,"(57.6, 64.8]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,No,No internet service,Bank transfer (automatic),No,Yes,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(57.6, 64.8]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,No,No internet service,Credit card (automatic),Yes,No,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(57.6, 64.8]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,No,No internet service,Electronic check,Yes,Yes,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(57.6, 64.8]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,No,No internet service,Mailed check,No,Yes,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(57.6, 64.8]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,No,No internet service,Mailed check,Yes,Yes,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(57.6, 64.8]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,No,No internet service,Bank transfer (automatic),No,No,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(57.6, 64.8]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,No,No internet service,Bank transfer (automatic),No,No,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(57.6, 64.8]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,No,No internet service,Bank transfer (automatic),No,Yes,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(57.6, 64.8]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,No,No internet service,Bank transfer (automatic),Yes,Yes,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(57.6, 64.8]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,No,No internet service,Credit card (automatic),No,Yes,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(57.6, 64.8]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,No,No internet service,Credit card (automatic),No,Yes,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(57.6, 64.8]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,No,No internet service,Credit card (automatic),Yes,No,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(57.6, 64.8]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,No,No internet service,Mailed check,No,Yes,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",No,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,Yes,No internet service,Credit card (automatic),No,No,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",No,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,Yes,No internet service,Mailed check,Yes,No,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(43.2, 50.4]",No,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,No,No internet service,Electronic check,No,No,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(-0.073, 7.2]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,No,No internet service,Electronic check,Yes,Yes,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,No,No internet service,Electronic check,Yes,No,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(-0.073, 7.2]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,No,No internet service,Electronic check,No,Yes,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(-0.073, 7.2]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,No,No internet service,Electronic check,No,Yes,Month-to-month,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(-0.073, 7.2]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,No,No internet service,Credit card (automatic),Yes,Yes,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,Yes,No internet service,Bank transfer (automatic),Yes,No,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,Yes,No internet service,Credit card (automatic),No,No,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(28.3, 38.35]",No,No,No,Female,No phone service,DSL,No,No,Bank transfer (automatic),No,No,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(28.3, 38.35]",No,No,No,Female,No phone service,DSL,No,No,Mailed check,No,No,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(28.3, 38.35]",No,No,No,Female,No phone service,DSL,No,No,Mailed check,No,Yes,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(28.3, 38.35]",No,No,No,Female,No phone service,DSL,No,No,Mailed check,Yes,No,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(28.3, 38.35]",No,No,No,Female,No phone service,DSL,No,Yes,Mailed check,No,No,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(28.3, 38.35]",No,No,No,Male,No phone service,DSL,No,No,Mailed check,No,No,Month-to-month,No,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(28.3, 38.35]",No,No,No,Male,No phone service,DSL,No,Yes,Mailed check,No,No,One year,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(28.3, 38.35]",Yes,No,No,Female,No phone service,DSL,No,No,Electronic check,Yes,No,Month-to-month,No,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(28.3, 38.35]",Yes,No,No,Male,No phone service,DSL,No,No,Mailed check,Yes,No,Month-to-month,No,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(38.35, 48.4]",No,Yes,No,Female,No,DSL,Yes,No,Electronic check,Yes,No,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(38.35, 48.4]",No,Yes,No,Male,No,DSL,No,No,Electronic check,No,No,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(38.35, 48.4]",No,Yes,No,Male,No,DSL,No,No,Electronic check,Yes,No,Month-to-month,No,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(38.35, 48.4]",Yes,No,No,Female,No phone service,DSL,No,No,Electronic check,Yes,No,Month-to-month,Yes,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(48.4, 58.45]",No,Yes,No,Female,No,DSL,No,No,Bank transfer (automatic),No,No,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(-0.073, 7.2]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,No,No internet service,Credit card (automatic),Yes,No,Month-to-month,No internet service,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(48.4, 58.45]",No,Yes,No,Female,No,DSL,No,No,Credit card (automatic),Yes,No,Month-to-month,No,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(48.4, 58.45]",No,Yes,No,Female,No,DSL,No,No,Electronic check,No,No,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(48.4, 58.45]",No,Yes,No,Female,No,DSL,No,No,Electronic check,Yes,No,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(-0.073, 7.2]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,No,No internet service,Credit card (automatic),No,Yes,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(48.4, 58.45]",No,Yes,No,Female,No,DSL,No,No,Mailed check,No,No,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(48.4, 58.45]",No,Yes,No,Female,No,DSL,No,Yes,Credit card (automatic),No,No,Month-to-month,No,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(-0.073, 7.2]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,No,No internet service,Credit card (automatic),No,Yes,Month-to-month,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
Yes,"(-0.073, 7.2]",No,No,"(48.4, 58.45]",No,Yes,No,Female,No,DSL,Yes,Yes,Electronic check,Yes,No,Month-to-month,No,1,1,0.0001419849495953429,0.1,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,No,No internet service,Credit card (automatic),Yes,Yes,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,No,No internet service,Bank transfer (automatic),Yes,No,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(7.2, 14.4]",No,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Female,No,No,No,No internet service,Mailed check,Yes,No,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,No,No,Yes,No internet service,Credit card (automatic),No,Yes,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Female,No,No,No,No internet service,Bank transfer (automatic),Yes,No,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Female,No,No,No,No internet service,Bank transfer (automatic),Yes,No,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Female,No,No,No,No internet service,Credit card (automatic),Yes,Yes,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Female,No,No,No,No internet service,Mailed check,No,Yes,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Female,No,No,Yes,No internet service,Bank transfer (automatic),Yes,No,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Female,No,No,Yes,No internet service,Credit card (automatic),Yes,No,Two year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(7.2, 14.4]",No,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Female,No,No,No,No internet service,Credit card (automatic),Yes,No,Month-to-month,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(64.8, 72.0]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Female,Yes,No,No,No internet service,Bank transfer (automatic),Yes,Yes,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(7.2, 14.4]",No,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Female,No,No,No,No internet service,Credit card (automatic),No,No,One year,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(7.2, 14.4]",No,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Female,No,No,No,No internet service,Credit card (automatic),No,No,Month-to-month,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
No internet service,"(-0.073, 7.2]",Yes,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,No internet service,Male,Yes,No,No,No internet service,Mailed check,Yes,No,Month-to-month,No internet service,1,0,0.0001419849495953429,0.0,0.9899190685787307,1.0,1,0
