TechSupport,Dependents,StreamingMovies,PaymentMethod,OnlineBackup,OnlineSecurity,monthly_charges_bins,PhoneService,InternetService,MultipleLines,gender,Partner,SeniorCitizen,StreamingTV,PaperlessBilling,tenure_bins,Contract,DeviceProtection,customerID,Churn
No,No,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,No,Yes,Yes,Yes,"(14.4, 21.6]",Month-to-month,Yes,e907f494-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,Yes,"(-0.073, 7.2]",Month-to-month,No internet service,d7e14bfc-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(57.6, 64.8]",Two year,No internet service,d7fb815c-82c9-11ec-954a-acde48001122,0
No,No,Yes,Mailed check,Yes,No,"(48.4, 58.45]",No,DSL,No phone service,Male,No,No,Yes,Yes,"(43.2, 50.4]",One year,Yes,ea0e6efe-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,No,Yes,Yes,No,"(64.8, 72.0]",Two year,Yes,e3962922-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,Yes,No,No internet service,No,"(64.8, 72.0]",Two year,No internet service,d7e3037a-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,Yes,No,No,"(28.8, 36.0]",Month-to-month,No,e63b315e-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Male,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,d7d434d0-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),Yes,No,"(108.7, 118.75]",Yes,Fiber optic,Yes,Male,No,Yes,Yes,No,"(64.8, 72.0]",One year,Yes,e116163a-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,Yes,"(7.2, 14.4]",Month-to-month,No internet service,e7f75b80-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(58.45, 68.5]",Yes,DSL,No,Male,No,No,No,Yes,"(50.4, 57.6]",One year,Yes,e9e0ed44-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,Yes,Yes,Yes,"(-0.073, 7.2]",Month-to-month,Yes,e5c4e814-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),Yes,Yes,"(68.5, 78.55]",Yes,DSL,No,Male,Yes,No,Yes,Yes,"(50.4, 57.6]",Two year,No,e3f18c68-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,Yes,No,No,No,"(-0.073, 7.2]",Month-to-month,No,d8d2a43e-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,Yes,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7cc545e-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,No,No,Yes,Yes,"(57.6, 64.8]",One year,Yes,dec3e5b0-82c9-11ec-954a-acde48001122,0
Yes,No,No,Electronic check,Yes,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Male,No,No,No,Yes,"(50.4, 57.6]",Month-to-month,Yes,dfc54652-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,Yes,"(98.65, 108.7]",Yes,Fiber optic,No,Male,No,No,Yes,No,"(-0.073, 7.2]",Month-to-month,No,eaea271e-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Electronic check,No,Yes,"(38.35, 48.4]",No,DSL,No phone service,Male,Yes,No,No,Yes,"(36.0, 43.2]",One year,Yes,dec7554c-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,Yes,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(43.2, 50.4]",Month-to-month,Yes,e2be6208-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(14.4, 21.6]",One year,No internet service,d82b7a7e-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,e2de316e-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,Yes,"(57.6, 64.8]",Two year,No internet service,d93d0f36-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),Yes,Yes,"(78.55, 88.6]",Yes,Fiber optic,Yes,Male,Yes,Yes,No,Yes,"(64.8, 72.0]",Month-to-month,No,e64fb2dc-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),Yes,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,No,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,db9a9956-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(58.45, 68.5]",Yes,DSL,Yes,Male,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,e6425862-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(28.3, 38.35]",No,DSL,No phone service,Female,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,d9c1ba42-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),Yes,Yes,"(88.6, 98.65]",Yes,DSL,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d7f089aa-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(21.6, 28.8]",One year,No internet service,d83174d8-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,Yes,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7cc54d6-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,Yes,Yes,"(88.6, 98.65]",Yes,Fiber optic,No,Male,Yes,No,No,Yes,"(28.8, 36.0]",One year,No,e8106c92-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c7dfc8-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,d870cd7c-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(50.4, 57.6]",One year,No internet service,dd40dc16-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(14.4, 21.6]",Month-to-month,No internet service,d7e4b9fe-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(18.148999999999997, 28.3]",No,DSL,No phone service,Female,No,No,No,No,"(-0.073, 7.2]",Month-to-month,No,d81ea056-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),Yes,Yes,"(38.35, 48.4]",No,DSL,No phone service,Female,No,No,No,No,"(43.2, 50.4]",One year,No,db9ef94c-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,No,Yes,No,Yes,"(50.4, 57.6]",Month-to-month,No,e2850f9e-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Electronic check,Yes,No,"(68.5, 78.55]",Yes,DSL,Yes,Male,Yes,No,Yes,Yes,"(50.4, 57.6]",One year,No,df4c4586-82c9-11ec-954a-acde48001122,0
No,No,Yes,Mailed check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,Yes,No,No,No,"(14.4, 21.6]",Month-to-month,Yes,e9fd3882-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,d7fee8a6-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7cd38b0-82c9-11ec-954a-acde48001122,0
Yes,No,No,Bank transfer (automatic),Yes,Yes,"(58.45, 68.5]",Yes,DSL,No,Male,Yes,No,No,Yes,"(43.2, 50.4]",One year,No,db70c72a-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(7.2, 14.4]",Month-to-month,No internet service,d7d5ef82-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,Yes,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d88c61ea-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(28.3, 38.35]",No,DSL,No phone service,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d8b4efca-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),Yes,Yes,"(98.65, 108.7]",Yes,Fiber optic,No,Male,No,No,Yes,Yes,"(50.4, 57.6]",One year,No,de73d8a4-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Male,Yes,Yes,Yes,Yes,"(36.0, 43.2]",Month-to-month,No,e590bf08-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(14.4, 21.6]",Two year,No internet service,d877c366-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,Yes,No,No internet service,No,"(64.8, 72.0]",Two year,No internet service,d7ec54fc-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,No,No,Yes,"(7.2, 14.4]",Month-to-month,Yes,eacf4c0a-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,No,"(64.8, 72.0]",Two year,Yes,df051a62-82c9-11ec-954a-acde48001122,0
No,Yes,No,Credit card (automatic),No,No,"(68.5, 78.55]",Yes,Fiber optic,Yes,Male,Yes,No,No,Yes,"(7.2, 14.4]",Month-to-month,No,e70f78ec-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,Yes,No,No internet service,Yes,"(57.6, 64.8]",One year,No internet service,dbcbe43e-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,Yes,"(88.6, 98.65]",Yes,Fiber optic,No,Female,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,e93de45a-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c7df78-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(50.4, 57.6]",Two year,No internet service,d7e7412e-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(48.4, 58.45]",Yes,DSL,Yes,Male,Yes,Yes,No,Yes,"(28.8, 36.0]",Month-to-month,No,e6442066-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,No,No,No,"(-0.073, 7.2]",Month-to-month,No,d7e06afc-82c9-11ec-954a-acde48001122,0
No,Yes,No,Bank transfer (automatic),No,No,"(38.35, 48.4]",Yes,DSL,No,Male,Yes,No,No,Yes,"(43.2, 50.4]",One year,No,ea77ae1e-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),No,Yes,"(78.55, 88.6]",Yes,Fiber optic,No,Male,No,Yes,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,e53a64b4-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7e59432-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c7da5a-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,No,"(48.4, 58.45]",Yes,DSL,Yes,Female,No,No,No,Yes,"(28.8, 36.0]",One year,No,e28892b8-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,No,Yes,Yes,Yes,"(36.0, 43.2]",One year,Yes,e0febcce-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),Yes,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,Yes,Yes,No,"(14.4, 21.6]",Month-to-month,No,e5fa1264-82c9-11ec-954a-acde48001122,0
No,Yes,No,Mailed check,No,No,"(18.148999999999997, 28.3]",No,DSL,No phone service,Female,Yes,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,e683dc06-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,Yes,Yes,"(88.6, 98.65]",Yes,Fiber optic,No,Male,Yes,No,No,Yes,"(43.2, 50.4]",One year,Yes,e80f8034-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Credit card (automatic),No,Yes,"(38.35, 48.4]",No,DSL,No phone service,Female,Yes,No,No,Yes,"(64.8, 72.0]",Two year,Yes,e8aba90a-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,No,No,No internet service,Yes,"(57.6, 64.8]",One year,No internet service,dc643054-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,e02ae4f8-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Credit card (automatic),No,No,"(48.4, 58.45]",Yes,DSL,No,Female,Yes,No,No,No,"(7.2, 14.4]",Month-to-month,Yes,dec90d42-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(7.2, 14.4]",One year,No internet service,d82d3062-82c9-11ec-954a-acde48001122,0
No,No,Yes,Credit card (automatic),Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(50.4, 57.6]",Month-to-month,Yes,d8b0aa64-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(36.0, 43.2]",Two year,No internet service,d8857ad8-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),No,Yes,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,No,Yes,No,"(43.2, 50.4]",One year,Yes,e603f0f4-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,Yes,No,No internet service,Yes,"(64.8, 72.0]",Two year,No internet service,d81c0f3a-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,Yes,"(88.6, 98.65]",Yes,DSL,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,e1cb2868-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(38.35, 48.4]",Yes,DSL,No,Female,No,No,No,No,"(-0.073, 7.2]",Month-to-month,No,d7d6ca10-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,No,"(64.8, 72.0]",Two year,Yes,da95636a-82c9-11ec-954a-acde48001122,0
Yes,No,No,Bank transfer (automatic),No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,No,Yes,Yes,No,"(14.4, 21.6]",Month-to-month,Yes,da0ab634-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,No,No,No,Yes,"(57.6, 64.8]",Month-to-month,Yes,e263f5d4-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),No,Yes,"(58.45, 68.5]",Yes,DSL,No,Female,Yes,No,Yes,Yes,"(28.8, 36.0]",One year,No,e5273fb0-82c9-11ec-954a-acde48001122,0
No,No,Yes,Credit card (automatic),No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,Yes,e333d47a-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(-0.073, 7.2]",One year,No internet service,d82c589a-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),Yes,Yes,"(58.45, 68.5]",Yes,DSL,No,Female,No,No,No,Yes,"(57.6, 64.8]",Two year,Yes,db480b00-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,Yes,"(98.65, 108.7]",Yes,Fiber optic,No,Male,No,No,Yes,Yes,"(7.2, 14.4]",Month-to-month,Yes,eae9418c-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,Yes,No,No internet service,Yes,"(50.4, 57.6]",Two year,No internet service,dcd5fd1a-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(28.3, 38.35]",No,DSL,No phone service,Male,Yes,Yes,No,Yes,"(-0.073, 7.2]",Month-to-month,Yes,e64b3860-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Bank transfer (automatic),No,Yes,"(28.3, 38.35]",No,DSL,No phone service,Male,Yes,No,No,No,"(28.8, 36.0]",Month-to-month,No,dfa0662a-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Bank transfer (automatic),No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(43.2, 50.4]",Month-to-month,No,e85daf3e-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),No,No,"(68.5, 78.55]",Yes,Fiber optic,Yes,Female,No,No,No,Yes,"(7.2, 14.4]",Month-to-month,No,d9b1cc68-82c9-11ec-954a-acde48001122,0
No,Yes,No,Mailed check,No,No,"(68.5, 78.55]",Yes,Fiber optic,Yes,Male,No,No,No,Yes,"(7.2, 14.4]",Month-to-month,Yes,e6ffab10-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,No,No,Yes,No,"(7.2, 14.4]",Month-to-month,No,e7df4496-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(28.8, 36.0]",One year,No internet service,d998e64e-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,"(68.5, 78.55]",Yes,DSL,Yes,Male,Yes,No,No,Yes,"(28.8, 36.0]",One year,No,da075412-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,Yes,Yes,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,No,"(21.6, 28.8]",One year,No,e81a930c-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),No,Yes,"(78.55, 88.6]",Yes,DSL,No,Male,Yes,No,Yes,No,"(36.0, 43.2]",One year,Yes,da623256-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,Yes,"(-0.073, 7.2]",Month-to-month,No internet service,d7ca9664-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Mailed check,Yes,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Female,Yes,No,Yes,No,"(43.2, 50.4]",Month-to-month,Yes,e0291146-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Electronic check,No,No,"(48.4, 58.45]",Yes,DSL,No,Female,No,No,No,Yes,"(21.6, 28.8]",One year,No,df396a9c-82c9-11ec-954a-acde48001122,0
Yes,No,No,Mailed check,No,Yes,"(48.4, 58.45]",Yes,DSL,No,Male,No,No,No,No,"(7.2, 14.4]",Month-to-month,No,e091d690-82c9-11ec-954a-acde48001122,0
No,No,Yes,Mailed check,Yes,Yes,"(98.65, 108.7]",Yes,Fiber optic,No,Male,No,No,Yes,Yes,"(50.4, 57.6]",One year,No,ea6dc84a-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),No,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,No,"(64.8, 72.0]",Two year,Yes,da80eb7e-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,Yes,"(88.6, 98.65]",Yes,Fiber optic,No,Male,No,No,Yes,No,"(14.4, 21.6]",Month-to-month,No,e93954ee-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(38.35, 48.4]",Yes,DSL,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7d0b9c2-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,No,"(48.4, 58.45]",Yes,DSL,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d8c92242-82c9-11ec-954a-acde48001122,0
No,Yes,No,Bank transfer (automatic),Yes,Yes,"(28.3, 38.35]",No,DSL,No phone service,Female,Yes,No,No,No,"(43.2, 50.4]",Month-to-month,No,e73834b2-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(36.0, 43.2]",Two year,No internet service,d7dce12a-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,Yes,"(7.2, 14.4]",Month-to-month,No internet service,d9a5b824-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,No,No,No internet service,Yes,"(-0.073, 7.2]",Two year,No internet service,d9fd4af8-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),Yes,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Female,No,No,Yes,Yes,"(57.6, 64.8]",Two year,Yes,e125c922-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),Yes,No,"(48.4, 58.45]",Yes,DSL,No,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,e61d1674-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(28.8, 36.0]",One year,No internet service,dc6ece56-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Credit card (automatic),No,Yes,"(58.45, 68.5]",Yes,DSL,No,Female,No,No,Yes,No,"(28.8, 36.0]",Two year,Yes,df043cfa-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Electronic check,Yes,Yes,"(68.5, 78.55]",Yes,DSL,Yes,Female,Yes,No,No,Yes,"(64.8, 72.0]",One year,Yes,dbf28f62-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,Yes,No,No internet service,No,"(50.4, 57.6]",Two year,No internet service,d84e9aea-82c9-11ec-954a-acde48001122,0
