InternetService,Dependents,Partner,StreamingTV,OnlineSecurity,PaperlessBilling,SeniorCitizen,StreamingMovies,tenure_bins,PaymentMethod,DeviceProtection,Contract,TechSupport,monthly_charges_bins,MultipleLines,gender,PhoneService,OnlineBackup,customerID,Churn
DSL,No,No,Yes,Yes,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,Yes,"(58.45, 68.5]",No,Female,Yes,No,cb5d0a02-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,No,Yes,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(38.35, 48.4]",No,Female,Yes,No,ce255686-7b0c-11ec-a944-acde48001122,1
No,No,No,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,becc7340-7b0c-11ec-a944-acde48001122,1
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(64.8, 72.0]",Mailed check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bf90edd8-7b0c-11ec-a944-acde48001122,0
DSL,Yes,No,Yes,No,Yes,No,Yes,"(21.6, 28.8]",Credit card (automatic),Yes,One year,No,"(48.4, 58.45]",No phone service,Female,No,No,d3faae76-7b0c-11ec-a944-acde48001122,0
No,No,Yes,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Mailed check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Female,Yes,No internet service,c584f2de-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,"(21.6, 28.8]",Mailed check,Yes,One year,No,"(98.65, 108.7]",No,Male,Yes,Yes,c8de3260-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,Yes,No,No,No,No,"(50.4, 57.6]",Credit card (automatic),No,Month-to-month,Yes,"(58.45, 68.5]",No,Male,Yes,Yes,d54cb79c-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,Yes,No,No internet service,"(36.0, 43.2]",Bank transfer (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,bf87a098-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,Yes,No,Yes,No,Yes,"(43.2, 50.4]",Credit card (automatic),No,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,Yes,cb9d574c-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,No,Yes,"(7.2, 14.4]",Electronic check,Yes,Month-to-month,Yes,"(88.6, 98.65]",No,Female,Yes,Yes,d0536128-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,becaca86-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,No,Yes,No,Yes,"(36.0, 43.2]",Credit card (automatic),Yes,One year,No,"(38.35, 48.4]",No phone service,Male,No,Yes,d2b06d8a-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,No,No,Yes,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(88.6, 98.65]",No,Male,Yes,Yes,d173bbc0-7b0c-11ec-a944-acde48001122,1
No,No,No,No internet service,No internet service,Yes,No,No internet service,"(7.2, 14.4]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,bef4334e-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,Yes,No,Yes,"(64.8, 72.0]",Credit card (automatic),Yes,Two year,Yes,"(68.5, 78.55]",Yes,Male,Yes,Yes,cd50ef0e-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,"(7.2, 14.4]",Electronic check,Yes,Month-to-month,No,"(88.6, 98.65]",No,Male,Yes,Yes,c2115520-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,Yes,No,Yes,No,Yes,"(14.4, 21.6]",Bank transfer (automatic),No,Month-to-month,Yes,"(98.65, 108.7]",Yes,Female,Yes,No,c13e3118-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,Yes,Yes,Yes,No,Yes,"(43.2, 50.4]",Electronic check,No,One year,No,"(98.65, 108.7]",No,Female,Yes,Yes,c314ff58-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,Yes,bf5c14dc-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,Yes,No,No,Yes,Yes,"(7.2, 14.4]",Credit card (automatic),No,Month-to-month,No,"(88.6, 98.65]",No,Male,Yes,No,d175ff8e-7b0c-11ec-a944-acde48001122,1
DSL,Yes,Yes,No,Yes,Yes,No,Yes,"(43.2, 50.4]",Credit card (automatic),Yes,Two year,Yes,"(48.4, 58.45]",No phone service,Male,No,Yes,d56da362-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,No,Yes,"(50.4, 57.6]",Electronic check,No,Month-to-month,No,"(78.55, 88.6]",No,Male,Yes,Yes,d015b8fa-7b0c-11ec-a944-acde48001122,1
DSL,Yes,Yes,No,Yes,No,No,Yes,"(7.2, 14.4]",Mailed check,No,Month-to-month,No,"(68.5, 78.55]",Yes,Male,Yes,Yes,d5179fe4-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,No,Yes,Yes,Yes,"(21.6, 28.8]",Electronic check,No,One year,No,"(38.35, 48.4]",No phone service,Female,No,Yes,d2fcdf44-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,Yes,No,No,No,"(28.8, 36.0]",Bank transfer (automatic),Yes,One year,No,"(88.6, 98.65]",Yes,Male,Yes,Yes,d1f02b10-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,No,No,No,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,No,c89fe168-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,Yes,No,Yes,Yes,Yes,"(7.2, 14.4]",Credit card (automatic),Yes,Month-to-month,No,"(88.6, 98.65]",No,Female,Yes,No,c3132282-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,Yes,No,Yes,No,No,"(43.2, 50.4]",Credit card (automatic),No,Month-to-month,No,"(88.6, 98.65]",Yes,Female,Yes,Yes,d1a1c330-7b0c-11ec-a944-acde48001122,1
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,"(64.8, 72.0]",Bank transfer (automatic),Yes,One year,No,"(98.65, 108.7]",Yes,Male,Yes,No,c5973bce-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,No,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",Yes,Female,Yes,No,bef177e4-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,Yes,Yes,No,No,"(7.2, 14.4]",Electronic check,No,Month-to-month,Yes,"(58.45, 68.5]",Yes,Male,Yes,Yes,cf893394-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,Yes,Yes,Yes,No,Yes,"(57.6, 64.8]",Mailed check,Yes,Two year,Yes,"(58.45, 68.5]",No phone service,Male,No,No,cbcf6624-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,Yes,No,No,No,"(57.6, 64.8]",Credit card (automatic),Yes,One year,Yes,"(98.65, 108.7]",Yes,Male,Yes,Yes,c364a4cc-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,No,Yes,No,No,"(57.6, 64.8]",Mailed check,No,One year,No,"(38.35, 48.4]",No,Female,Yes,No,d2ba58e0-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,Yes,No,Yes,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,No,bf78a552-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,No,Yes,No,Yes,"(21.6, 28.8]",Credit card (automatic),Yes,Month-to-month,No,"(48.4, 58.45]",No phone service,Female,No,No,cea66050-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,No,Yes,Yes,No,No,"(36.0, 43.2]",Mailed check,No,Month-to-month,No,"(48.4, 58.45]",Yes,Male,Yes,No,cc240832-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,No,Yes,No,"(14.4, 21.6]",Credit card (automatic),No,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,No,d0ba3f6a-7b0c-11ec-a944-acde48001122,1
No,No,Yes,No internet service,No internet service,Yes,No,No internet service,"(-0.073, 7.2]",Credit card (automatic),No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,c71910f8-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,Yes,Yes,Yes,No,No,No,"(36.0, 43.2]",Bank transfer (automatic),No,Month-to-month,No,"(88.6, 98.65]",Yes,Male,Yes,No,c2258bf8-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,Yes,No,No,Yes,"(64.8, 72.0]",Bank transfer (automatic),Yes,Two year,Yes,"(108.7, 118.75]",Yes,Male,Yes,Yes,c49eebfe-7b0c-11ec-a944-acde48001122,0
No,No,Yes,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,bf8e1a22-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,No,Yes,No,Yes,"(43.2, 50.4]",Electronic check,Yes,Month-to-month,No,"(98.65, 108.7]",Yes,Female,Yes,No,c2737e44-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(28.3, 38.35]",No phone service,Male,No,Yes,cf7c124a-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,"(36.0, 43.2]",Credit card (automatic),Yes,One year,Yes,"(98.65, 108.7]",No,Female,Yes,No,c83ba73e-7b0c-11ec-a944-acde48001122,1
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(57.6, 64.8]",Credit card (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,bf00210e-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bee4aa00-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,Yes,No,No internet service,"(64.8, 72.0]",Mailed check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Female,Yes,No internet service,c69e334c-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,No,No,No,"(14.4, 21.6]",Electronic check,Yes,Month-to-month,Yes,"(58.45, 68.5]",Yes,Male,Yes,No,cd887a14-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,No,No,Yes,"(21.6, 28.8]",Electronic check,No,Month-to-month,No,"(78.55, 88.6]",Yes,Male,Yes,No,d0c9fae0-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,Yes,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,becda3c8-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,Yes,No,No,"(-0.073, 7.2]",Bank transfer (automatic),No,Month-to-month,No,"(48.4, 58.45]",Yes,Female,Yes,No,cde742d8-7b0c-11ec-a944-acde48001122,1
DSL,No,No,No,No,Yes,No,Yes,"(57.6, 64.8]",Bank transfer (automatic),Yes,One year,No,"(58.45, 68.5]",No,Male,Yes,No,cd542142-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,"(7.2, 14.4]",Electronic check,No,Month-to-month,No,"(98.65, 108.7]",Yes,Female,Yes,Yes,c21d416e-7b0c-11ec-a944-acde48001122,1
No,Yes,Yes,No internet service,No internet service,Yes,No,No internet service,"(7.2, 14.4]",Mailed check,No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,bf92c7e8-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,Yes,No,No,Yes,"(64.8, 72.0]",Bank transfer (automatic),Yes,Two year,Yes,"(78.55, 88.6]",No,Female,Yes,No,cb43164c-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,No,No,Yes,No,No,"(36.0, 43.2]",Bank transfer (automatic),Yes,Month-to-month,Yes,"(78.55, 88.6]",No,Female,Yes,No,c7df033a-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,Yes,Yes,No,No,"(21.6, 28.8]",Electronic check,No,Month-to-month,Yes,"(78.55, 88.6]",Yes,Female,Yes,No,d2842856-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,Yes,Yes,No internet service,"(21.6, 28.8]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c5701ddc-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,"(43.2, 50.4]",Electronic check,Yes,Month-to-month,No,"(98.65, 108.7]",Yes,Male,Yes,No,bf7c57ce-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(78.55, 88.6]",No,Male,Yes,No,bed8bf38-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,Yes,No,Yes,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(78.55, 88.6]",No,Female,Yes,No,c0950098-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,No,No,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",Yes,Male,Yes,No,bed6ea8c-7b0c-11ec-a944-acde48001122,0
DSL,Yes,No,Yes,Yes,No,No,Yes,"(64.8, 72.0]",Credit card (automatic),Yes,Two year,Yes,"(58.45, 68.5]",No phone service,Male,No,Yes,d3ff7f14-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,Yes,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,becda3a0-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,Yes,No,No internet service,"(14.4, 21.6]",Credit card (automatic),No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c4fe5242-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,No,No,Yes,"(7.2, 14.4]",Electronic check,Yes,Month-to-month,No,"(78.55, 88.6]",No,Male,Yes,No,d0cc36ac-7b0c-11ec-a944-acde48001122,0
No,No,Yes,No internet service,No internet service,Yes,No,No internet service,"(7.2, 14.4]",Electronic check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c72d606c-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,Yes,Yes,Yes,No,"(57.6, 64.8]",Credit card (automatic),Yes,Month-to-month,Yes,"(88.6, 98.65]",Yes,Female,Yes,Yes,c1d89104-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,befe3006-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,Yes,Yes,No,No,"(14.4, 21.6]",Electronic check,Yes,Month-to-month,Yes,"(58.45, 68.5]",No,Male,Yes,No,cb55d1f6-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,No,No,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(38.35, 48.4]",No,Male,Yes,No,bf7e3698-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,No,No,"(7.2, 14.4]",Mailed check,No,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,No,cff99e54-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,Yes,Yes,No,No,"(7.2, 14.4]",Mailed check,No,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,No,c1624ee0-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,Yes,No,Yes,"(64.8, 72.0]",Credit card (automatic),Yes,Two year,Yes,"(98.65, 108.7]",Yes,Female,Yes,No,c3351b8a-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,Yes,No,Yes,"(36.0, 43.2]",Electronic check,No,Month-to-month,Yes,"(38.35, 48.4]",No phone service,Male,No,No,cd5db28e-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(57.6, 64.8]",Credit card (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bf0c1e5a-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,Yes,No,No internet service,"(50.4, 57.6]",Mailed check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Male,Yes,No internet service,c6adf14c-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,Yes,No,No,"(7.2, 14.4]",Mailed check,No,Month-to-month,No,"(18.148999999999997, 28.3]",No phone service,Male,No,No,cdeeb43c-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,Yes,No,Yes,"(21.6, 28.8]",Electronic check,No,Month-to-month,No,"(98.65, 108.7]",Yes,Male,Yes,Yes,c43bfea4-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,No,No,No,"(43.2, 50.4]",Bank transfer (automatic),No,Month-to-month,No,"(28.3, 38.35]",No phone service,Male,No,Yes,cd9eff32-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,Yes,No,Yes,No,No,"(-0.073, 7.2]",Credit card (automatic),No,Month-to-month,No,"(78.55, 88.6]",No,Female,Yes,No,d1abdece-7b0c-11ec-a944-acde48001122,1
No,No,No,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Electronic check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,bee3cfd6-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Mailed check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bf398156-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,No,No,No,Yes,"(57.6, 64.8]",Credit card (automatic),Yes,Two year,Yes,"(88.6, 98.65]",Yes,Female,Yes,Yes,ce899c86-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,No,Yes,Yes,"(43.2, 50.4]",Credit card (automatic),No,One year,No,"(88.6, 98.65]",No,Female,Yes,Yes,d1b5f9b8-7b0c-11ec-a944-acde48001122,1
DSL,No,No,Yes,Yes,Yes,No,Yes,"(7.2, 14.4]",Electronic check,Yes,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,No,cb116bf6-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,No,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(38.35, 48.4]",No,Female,Yes,No,befa9856-7b0c-11ec-a944-acde48001122,1
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,"(64.8, 72.0]",Electronic check,No,Month-to-month,No,"(98.65, 108.7]",Yes,Male,Yes,Yes,c5a9ee9a-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,Yes,Yes,Yes,No,No,"(36.0, 43.2]",Credit card (automatic),Yes,One year,No,"(68.5, 78.55]",Yes,Female,Yes,Yes,d49bca2c-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Mailed check,Yes,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,No,bfc9f484-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,No,No,No,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,No,c0402ca8-7b0c-11ec-a944-acde48001122,1
Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,"(28.8, 36.0]",Electronic check,Yes,Month-to-month,No,"(98.65, 108.7]",Yes,Male,Yes,No,c943a32a-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,"(64.8, 72.0]",Bank transfer (automatic),Yes,Two year,No,"(98.65, 108.7]",Yes,Male,Yes,No,c77e3a14-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,No,No,No,"(-0.073, 7.2]",Bank transfer (automatic),No,Month-to-month,No,"(38.35, 48.4]",No,Female,Yes,No,cdbbdb5c-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,No,Yes,No,No,No,"(21.6, 28.8]",Credit card (automatic),Yes,One year,No,"(28.3, 38.35]",No phone service,Female,No,No,ca649e9e-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Bank transfer (automatic),No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bf61882c-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,No,No,Yes,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(88.6, 98.65]",Yes,Male,Yes,No,d16bd13a-7b0c-11ec-a944-acde48001122,1
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(57.6, 64.8]",Credit card (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bf0c1e8c-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,Yes,Yes,No,No,"(14.4, 21.6]",Credit card (automatic),Yes,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,No,d28bdf92-7b0c-11ec-a944-acde48001122,0
No,No,Yes,No internet service,No internet service,No,No,No internet service,"(50.4, 57.6]",Mailed check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Female,Yes,No internet service,c55dca7e-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,No,Yes,Yes,"(64.8, 72.0]",Bank transfer (automatic),No,One year,Yes,"(98.65, 108.7]",Yes,Male,Yes,Yes,d1b29368-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,No,No,No,Yes,No,No,"(7.2, 14.4]",Credit card (automatic),No,Month-to-month,No,"(68.5, 78.55]",Yes,Male,Yes,No,c89af446-7b0c-11ec-a944-acde48001122,1
No,No,No,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,becc6ff8-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,No,Yes,No,Yes,No,No,"(21.6, 28.8]",Electronic check,Yes,Month-to-month,No,"(88.6, 98.65]",No,Male,Yes,Yes,c7cc1e8c-7b0c-11ec-a944-acde48001122,1
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bee4aa82-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(36.0, 43.2]",Mailed check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,bee04b04-7b0c-11ec-a944-acde48001122,0
No,No,Yes,No internet service,No internet service,No,No,No internet service,"(64.8, 72.0]",Bank transfer (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Female,Yes,No internet service,bf1937d4-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,No,Yes,No,No,"(50.4, 57.6]",Electronic check,Yes,Month-to-month,No,"(68.5, 78.55]",Yes,Female,Yes,No,c41b7bac-7b0c-11ec-a944-acde48001122,1
No,Yes,Yes,No internet service,No internet service,Yes,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,c6c3ab40-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,No,Yes,No,No,"(21.6, 28.8]",Electronic check,Yes,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,No,c4645db8-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,Yes,Yes,No,Yes,"(64.8, 72.0]",Credit card (automatic),Yes,One year,Yes,"(98.65, 108.7]",Yes,Male,Yes,Yes,c1c55c10-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,"(64.8, 72.0]",Bank transfer (automatic),Yes,Two year,Yes,"(108.7, 118.75]",Yes,Male,Yes,Yes,c0304db0-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(64.8, 72.0]",Credit card (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Male,Yes,No internet service,beedc694-7b0c-11ec-a944-acde48001122,0
No,No,Yes,No internet service,No internet service,No,Yes,No internet service,"(43.2, 50.4]",Electronic check,No internet service,One year,No internet service,"(18.148999999999997, 28.3]",Yes,Female,Yes,No internet service,c70dfd3a-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(88.6, 98.65]",No,Male,Yes,No,c042fb86-7b0c-11ec-a944-acde48001122,1
DSL,No,No,No,Yes,Yes,No,No,"(36.0, 43.2]",Electronic check,No,One year,No,"(38.35, 48.4]",No,Female,Yes,No,cf50214e-7b0c-11ec-a944-acde48001122,0
