TechSupport,InternetService,DeviceProtection,StreamingTV,OnlineSecurity,monthly_charges_bins,tenure_bins,OnlineBackup,PaymentMethod,Contract,Dependents,Partner,gender,SeniorCitizen,PhoneService,MultipleLines,PaperlessBilling,StreamingMovies,customerID,Churn
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Female,No,Yes,No,No,No internet service,c46b1bfc-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,No,"(28.3, 38.35]","(-0.073, 7.2]",No,Credit card (automatic),One year,No,No,Male,No,No,No phone service,Yes,No,cc46be08-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(64.8, 72.0]",No internet service,Mailed check,Two year,Yes,No,Female,No,Yes,No,Yes,No internet service,c6830652-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(98.65, 108.7]","(43.2, 50.4]",No,Electronic check,Month-to-month,Yes,Yes,Female,Yes,Yes,No,Yes,Yes,c9a75e50-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Male,No,No,No phone service,No,No,c4d1834c-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,Yes,No,No phone service,No,No,c538a00e-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(21.6, 28.8]",No,Bank transfer (automatic),Month-to-month,No,Yes,Female,Yes,Yes,Yes,Yes,Yes,d2ec75d6-82c9-11ec-acdd-acde48001122,0
No,DSL,No,Yes,Yes,"(68.5, 78.55]","(50.4, 57.6]",Yes,Bank transfer (automatic),Two year,No,Yes,Male,No,Yes,No,Yes,Yes,d1bbc4d2-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,No,c550ae9c-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,No,Yes,"(88.6, 98.65]","(7.2, 14.4]",Yes,Bank transfer (automatic),Month-to-month,No,Yes,Female,No,Yes,Yes,No,No,d34abb14-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(36.0, 43.2]",Yes,Electronic check,Month-to-month,Yes,Yes,Male,No,Yes,Yes,Yes,No,c60318ac-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(43.2, 50.4]",Yes,Electronic check,Month-to-month,Yes,Yes,Male,No,Yes,Yes,No,No,d527e95c-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,No,No,"(58.45, 68.5]","(14.4, 21.6]",No,Credit card (automatic),Month-to-month,No,No,Female,No,Yes,Yes,Yes,Yes,ce9e9496-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,No,Yes,Yes,"(108.7, 118.75]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,No,Yes,Male,No,Yes,Yes,Yes,Yes,c66bb830-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,Yes,"(58.45, 68.5]","(64.8, 72.0]",Yes,Mailed check,Two year,No,Yes,Male,No,Yes,Yes,No,No,cda0a1c4-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,c4746f36-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No internet service,c46a5230-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Credit card (automatic),Two year,Yes,Yes,Female,No,Yes,Yes,No,No internet service,c5dd6864-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(21.6, 28.8]",Yes,Electronic check,Month-to-month,Yes,Yes,Male,Yes,Yes,Yes,No,Yes,d45d3ffe-82c9-11ec-acdd-acde48001122,1
No,DSL,Yes,No,Yes,"(58.45, 68.5]","(36.0, 43.2]",Yes,Bank transfer (automatic),One year,Yes,Yes,Male,No,Yes,No,Yes,No,cedd25a8-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(57.6, 64.8]",Yes,Mailed check,One year,No,No,Female,No,Yes,Yes,Yes,Yes,c8f4c56a-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(36.0, 43.2]",No,Credit card (automatic),One year,No,No,Female,No,Yes,Yes,Yes,Yes,c814552a-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,No,"(58.45, 68.5]","(7.2, 14.4]",Yes,Bank transfer (automatic),Month-to-month,Yes,Yes,Male,No,Yes,No,No,No,cc7c7ee4-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(50.4, 57.6]",No internet service,Bank transfer (automatic),Two year,No,No,Male,No,Yes,Yes,Yes,No internet service,c9857b1e-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,Yes,"(48.4, 58.45]","(21.6, 28.8]",No,Credit card (automatic),One year,Yes,Yes,Male,No,Yes,No,No,No,c815fa7e-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,Yes,"(98.65, 108.7]","(64.8, 72.0]",Yes,Bank transfer (automatic),One year,Yes,Yes,Male,No,Yes,No,Yes,Yes,c5cacf56-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,No,No,"(78.55, 88.6]","(21.6, 28.8]",No,Mailed check,Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,ca81f416-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,Yes,"(48.4, 58.45]","(28.8, 36.0]",Yes,Credit card (automatic),One year,Yes,No,Female,No,Yes,No,No,No,d1e650a8-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Female,No,Yes,No,No,No internet service,c46b1800-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,No,No,"(88.6, 98.65]","(50.4, 57.6]",Yes,Electronic check,Month-to-month,No,No,Male,No,Yes,Yes,Yes,Yes,cbad5204-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(28.8, 36.0]",No internet service,Mailed check,One year,No,No,Male,No,Yes,No,Yes,No internet service,c5b5d4a2-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(28.3, 38.35]","(-0.073, 7.2]",Yes,Mailed check,Month-to-month,No,No,Female,No,No,No phone service,No,No,d0d7a5cc-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(43.2, 50.4]",No internet service,Bank transfer (automatic),Two year,Yes,No,Male,No,Yes,No,No,No internet service,c93300be-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(14.4, 21.6]",Yes,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,Yes,cf9e9ae4-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,Yes,"(58.45, 68.5]","(7.2, 14.4]",Yes,Bank transfer (automatic),Two year,Yes,Yes,Male,No,Yes,No,Yes,Yes,d2578d40-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(50.4, 57.6]",No,Electronic check,One year,No,Yes,Male,No,Yes,Yes,Yes,Yes,d5e54808-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(14.4, 21.6]",Yes,Electronic check,Month-to-month,No,Yes,Male,Yes,Yes,No,Yes,No,c56a0446-82c9-11ec-acdd-acde48001122,1
No,DSL,Yes,No,No,"(48.4, 58.45]","(-0.073, 7.2]",No,Electronic check,Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,No,cec4b8ba-82c9-11ec-acdd-acde48001122,1
No,DSL,Yes,Yes,No,"(78.55, 88.6]","(36.0, 43.2]",Yes,Electronic check,One year,No,No,Female,No,Yes,Yes,Yes,Yes,ce731a28-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,No,No,"(88.6, 98.65]","(57.6, 64.8]",Yes,Bank transfer (automatic),Two year,No,Yes,Female,No,Yes,Yes,Yes,Yes,cbaad740-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(21.6, 28.8]",No internet service,Credit card (automatic),Two year,No,No,Female,No,Yes,No,No,No internet service,c884c756-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(57.6, 64.8]",Yes,Electronic check,Month-to-month,No,Yes,Female,No,Yes,Yes,Yes,Yes,d4732116-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,Yes,Yes,Yes,c6131748-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Male,Yes,Yes,No,No,No internet service,c8e4624c-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(50.4, 57.6]",No,Electronic check,Month-to-month,No,Yes,Female,No,Yes,Yes,Yes,Yes,d5e62084-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(21.6, 28.8]",Yes,Electronic check,Month-to-month,No,No,Female,Yes,Yes,Yes,Yes,No,d69966da-82c9-11ec-acdd-acde48001122,1
No,DSL,Yes,No,Yes,"(58.45, 68.5]","(14.4, 21.6]",Yes,Electronic check,Month-to-month,Yes,No,Female,No,Yes,No,Yes,No,cefd1868-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,Yes,ccbeef04-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,Yes,"(98.65, 108.7]","(28.8, 36.0]",No,Credit card (automatic),Month-to-month,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,d3ca83f8-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,No,"(68.5, 78.55]","(7.2, 14.4]",No,Credit card (automatic),Month-to-month,No,No,Female,Yes,Yes,No,No,No,d653d93a-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,No,Yes,Female,No,Yes,Yes,No,No,ca676402-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,Month-to-month,No,Yes,Male,Yes,Yes,No,Yes,No internet service,c8fc1e6e-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,No,"(78.55, 88.6]","(21.6, 28.8]",Yes,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,d32b7f1a-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,No,"(88.6, 98.65]","(28.8, 36.0]",No,Credit card (automatic),Month-to-month,Yes,Yes,Male,No,Yes,Yes,Yes,Yes,d31793f6-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Bank transfer (automatic),Month-to-month,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,cf2b672c-82c9-11ec-acdd-acde48001122,1
No,DSL,Yes,Yes,Yes,"(38.35, 48.4]","(21.6, 28.8]",Yes,Bank transfer (automatic),One year,No,Yes,Female,No,No,No phone service,No,No,ce8c45e8-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(36.0, 43.2]",Yes,Electronic check,One year,No,No,Male,No,Yes,Yes,Yes,Yes,d5edca6e-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(43.2, 50.4]",No,Electronic check,One year,No,Yes,Male,No,Yes,Yes,No,Yes,ca46587a-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(64.8, 72.0]",Yes,Mailed check,Two year,No,Yes,Female,No,Yes,No,No,Yes,ca7a5e40-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(7.2, 14.4]",No,Credit card (automatic),Month-to-month,No,No,Male,Yes,Yes,Yes,Yes,No,d0238150-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,Yes,"(48.4, 58.45]","(36.0, 43.2]",Yes,Electronic check,Month-to-month,Yes,Yes,Female,No,Yes,No,No,No,d1e1268c-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,Yes,"(78.55, 88.6]","(57.6, 64.8]",Yes,Credit card (automatic),One year,No,No,Female,No,Yes,Yes,No,Yes,cdd45a82-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,Yes,"(88.6, 98.65]","(43.2, 50.4]",Yes,Bank transfer (automatic),Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,No,d60c9e4e-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,No,"(28.3, 38.35]","(21.6, 28.8]",No,Bank transfer (automatic),Month-to-month,Yes,Yes,Male,No,No,No phone service,Yes,No,c6c9130e-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,Yes,Yes,"(68.5, 78.55]","(21.6, 28.8]",No,Bank transfer (automatic),One year,No,Yes,Male,No,Yes,No,No,Yes,ccd3a642-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(43.2, 50.4]",Yes,Electronic check,Month-to-month,No,Yes,Female,Yes,Yes,Yes,No,Yes,c84d8674-82c9-11ec-acdd-acde48001122,1
No,DSL,No,No,No,"(38.35, 48.4]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,Yes,Female,No,Yes,No,Yes,No,d11bbf6e-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,No internet service,c5e65276-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(21.6, 28.8]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No internet service,c5c6c442-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(64.8, 72.0]",Yes,Bank transfer (automatic),One year,No,Yes,Female,No,Yes,Yes,Yes,Yes,c746def6-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Credit card (automatic),Month-to-month,No,Yes,Female,No,Yes,Yes,Yes,No,c52b4062-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,Yes,No,"(68.5, 78.55]","(36.0, 43.2]",Yes,Credit card (automatic),One year,No,No,Male,Yes,Yes,No,Yes,No,cd1f48a4-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(57.6, 64.8]",Yes,Credit card (automatic),One year,No,Yes,Female,No,Yes,Yes,Yes,Yes,c5d085f4-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Bank transfer (automatic),Two year,Yes,Yes,Female,No,Yes,Yes,Yes,No internet service,c864398c-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(38.35, 48.4]","(-0.073, 7.2]",No,Credit card (automatic),Month-to-month,No,Yes,Male,No,Yes,No,No,No,d131c368-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(50.4, 57.6]",Yes,Electronic check,Month-to-month,No,No,Male,Yes,Yes,Yes,Yes,Yes,c87bba76-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(7.2, 14.4]",No,Electronic check,Month-to-month,Yes,Yes,Female,No,Yes,No,No,No,d017edae-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(-0.073, 7.2]",Yes,Electronic check,Month-to-month,No,No,Male,No,Yes,No,No,Yes,d5d9616e-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(64.8, 72.0]",No,Bank transfer (automatic),Two year,Yes,Yes,Male,No,Yes,Yes,No,Yes,cb724236-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(48.4, 58.45]","(7.2, 14.4]",Yes,Electronic check,Month-to-month,No,No,Female,No,Yes,No,No,No,c4fd3488-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,Yes,"(38.35, 48.4]","(7.2, 14.4]",No,Mailed check,Two year,Yes,No,Male,No,No,No phone service,Yes,Yes,c828391e-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(21.6, 28.8]",No,Electronic check,Month-to-month,No,Yes,Male,Yes,Yes,Yes,No,Yes,cf72c806-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(43.2, 50.4]",Yes,Electronic check,Month-to-month,No,No,Female,No,Yes,Yes,Yes,Yes,c84bdd9c-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,No,No,"(38.35, 48.4]","(21.6, 28.8]",Yes,Bank transfer (automatic),One year,No,No,Male,No,No,No phone service,Yes,Yes,d1b31f44-82c9-11ec-acdd-acde48001122,1
Yes,DSL,No,No,Yes,"(48.4, 58.45]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,Yes,Yes,Female,No,Yes,No,Yes,No,c778ca74-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(14.4, 21.6]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,d030bb54-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,No,"(58.45, 68.5]","(7.2, 14.4]",Yes,Mailed check,One year,No,No,Female,No,Yes,No,No,Yes,c7d41fbe-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,Yes,"(58.45, 68.5]","(36.0, 43.2]",Yes,Electronic check,One year,No,No,Male,No,Yes,Yes,No,No,cdb7859c-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,Yes,No internet service,c50fb126-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,No,Yes,"(58.45, 68.5]","(28.8, 36.0]",No,Credit card (automatic),Month-to-month,No,No,Female,No,Yes,Yes,No,No,cdc358f4-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,Yes,Yes,No,"(108.7, 118.75]","(57.6, 64.8]",Yes,Bank transfer (automatic),Two year,No,Yes,Female,No,Yes,Yes,Yes,Yes,c9992bc8-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,Yes,"(88.6, 98.65]","(57.6, 64.8]",Yes,Bank transfer (automatic),One year,No,Yes,Female,Yes,Yes,No,No,Yes,d3001ea6-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Female,No,Yes,No,Yes,No,c4834088-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,No,No,"(88.6, 98.65]","(64.8, 72.0]",Yes,Bank transfer (automatic),Month-to-month,No,Yes,Male,Yes,Yes,Yes,Yes,Yes,d38b9de6-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(48.4, 58.45]","(-0.073, 7.2]",No,Credit card (automatic),Month-to-month,Yes,Yes,Female,No,Yes,Yes,Yes,No,d0e8d8f6-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(38.35, 48.4]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,No,c4c18e38-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(64.8, 72.0]",No internet service,Bank transfer (automatic),Two year,No,No,Male,No,Yes,No,No,No internet service,c490ea1c-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(14.4, 21.6]",Yes,Bank transfer (automatic),Month-to-month,No,No,Female,No,Yes,No,Yes,No,d4b3b906-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,c4746e64-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,Yes,No,"(78.55, 88.6]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,No,Yes,Male,No,Yes,No,Yes,Yes,cabd8ba2-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(7.2, 14.4]",No,Electronic check,Month-to-month,Yes,Yes,Male,No,Yes,No,No,Yes,d2800112-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,Yes,"(58.45, 68.5]","(43.2, 50.4]",Yes,Mailed check,Two year,No,Yes,Male,No,Yes,No,No,No,cdb85d8c-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Male,Yes,Yes,No,Yes,No,c5795ff4-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Electronic check,Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,No internet service,c84caf74-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,Yes,"(88.6, 98.65]","(64.8, 72.0]",No,Electronic check,Two year,Yes,Yes,Male,No,Yes,Yes,Yes,Yes,d5df52cc-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(7.2, 14.4]",Yes,Electronic check,Month-to-month,No,No,Male,No,Yes,No,No,No,d02e3e74-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(43.2, 50.4]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,Yes,Yes,Yes,d68151bc-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,Yes,Yes,"(78.55, 88.6]","(57.6, 64.8]",Yes,Electronic check,Two year,No,Yes,Female,No,Yes,Yes,Yes,Yes,cc3380cc-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(21.6, 28.8]",No,Bank transfer (automatic),Month-to-month,No,No,Female,No,Yes,Yes,Yes,No,d4d4027e-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Credit card (automatic),Two year,No,No,Male,No,Yes,No,No,No internet service,c5dc99de-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(14.4, 21.6]",No,Electronic check,Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,Yes,d5d5face-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,No,No,"(78.55, 88.6]","(-0.073, 7.2]",Yes,Electronic check,Month-to-month,No,Yes,Female,Yes,Yes,Yes,Yes,No,cf3b3be8-82c9-11ec-acdd-acde48001122,1
No,DSL,No,Yes,No,"(38.35, 48.4]","(43.2, 50.4]",No,Electronic check,Month-to-month,No,Yes,Female,No,No,No phone service,Yes,Yes,d2457e2a-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(28.8, 36.0]",No,Credit card (automatic),Month-to-month,No,No,Male,No,Yes,No,Yes,Yes,c75a8852-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(36.0, 43.2]",No internet service,Bank transfer (automatic),Two year,No,Yes,Male,No,Yes,No,Yes,No internet service,c9f8ef0e-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(38.35, 48.4]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Male,Yes,Yes,No,No,No,c4befe0c-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(7.2, 14.4]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,d4edcde4-82c9-11ec-acdd-acde48001122,1
Yes,DSL,No,No,Yes,"(38.35, 48.4]","(50.4, 57.6]",No,Bank transfer (automatic),One year,No,No,Female,No,No,No phone service,No,Yes,c839bff4-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No internet service,c46a4e70-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(50.4, 57.6]",Yes,Electronic check,Month-to-month,No,Yes,Female,No,Yes,Yes,Yes,Yes,d4ae81ac-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(21.6, 28.8]",No internet service,Bank transfer (automatic),Two year,No,No,Female,No,Yes,No,Yes,No internet service,c5a9d08a-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(50.4, 57.6]",No internet service,Bank transfer (automatic),Two year,Yes,Yes,Female,No,Yes,No,Yes,No internet service,c6353242-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(64.8, 72.0]",No internet service,Bank transfer (automatic),Two year,Yes,Yes,Female,No,Yes,Yes,No,No internet service,c485ac24-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(-0.073, 7.2]",No,Credit card (automatic),Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,d2aa4bac-82c9-11ec-acdd-acde48001122,1
