Partner,Dependents,gender,OnlineSecurity,monthly_charges_bins,OnlineBackup,MultipleLines,PhoneService,PaymentMethod,InternetService,tenure_bins,StreamingMovies,TechSupport,StreamingTV,Contract,DeviceProtection,PaperlessBilling,SeniorCitizen,customerID,Churn
Yes,Yes,Male,No,"(78.55, 88.6]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(57.6, 64.8]",Yes,No,Yes,Two year,Yes,No,No,2065-KJMNI,0
Yes,Yes,Male,No,"(88.6, 98.65]",No,No,Yes,Credit card (automatic),Fiber optic,"(36.0, 43.2]",Yes,No,Yes,One year,No,No,No,7942-ADACE,0
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,4962-CTYNQ,0
No,Yes,Female,No internet service,"(68.5, 78.55]",No,No,Yes,Mailed check,Fiber optic,"(7.2, 14.4]",No,No,No,Month-to-month,No,Yes,No,3705-RXWYG,0
No,No,Male,Yes,"(88.6, 98.65]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(57.6, 64.8]",No,Yes,Yes,Two year,Yes,Yes,No,4455-XWLDF,0
No,No,Female,No,"(68.5, 78.55]",No,No,Yes,Mailed check,DSL,"(7.2, 14.4]",Yes,Yes,Yes,Month-to-month,No,No,No,5194-TKZZF,0
No,Yes,Male,No,"(98.65, 108.7]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(57.6, 64.8]",Yes,No,Yes,Two year,Yes,Yes,No,3756-PYCML,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,5992-TWYJD,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,9056-OIWML,1
No,No,Female,No internet service,"(68.5, 78.55]",Yes,No,Yes,Mailed check,DSL,"(21.6, 28.8]",Yes,Yes,Yes,One year,Yes,No,No,4030-EEROL,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,4082-SKIBL,1
No,Yes,Female,No,"(68.5, 78.55]",Yes,No,Yes,Mailed check,Fiber optic,"(7.2, 14.4]",No,No,No,One year,No,Yes,No,5411-LLAZY,0
No,Yes,Male,Yes,"(58.45, 68.5]",No,No,Yes,Mailed check,DSL,"(14.4, 21.6]",No,Yes,Yes,Month-to-month,Yes,Yes,No,2217-YWPBY,0
Yes,No,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Mailed check,Fiber optic,"(14.4, 21.6]",No,No,No,Two year,Yes,No,No,8563-OTEMF,0
No,Yes,Female,Yes,"(58.45, 68.5]",Yes,No phone service,No,Bank transfer (automatic),DSL,"(50.4, 57.6]",Yes,Yes,Yes,Two year,Yes,Yes,No,1115-ALSJS,0
Yes,Yes,Female,No,"(78.55, 88.6]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(7.2, 14.4]",No,No,No,Two year,No,Yes,Yes,3818-IIDYG,1
Yes,Yes,Female,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(28.8, 36.0]",No,No internet service,No,Two year,No,Yes,No,8081-OQABV,0
Yes,Yes,Female,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Electronic check,Fiber optic,"(43.2, 50.4]",Yes,Yes,Yes,Month-to-month,Yes,No,Yes,6157-CGXYG,1
No,Yes,Female,Yes,"(88.6, 98.65]",No,No,Yes,Credit card (automatic),Fiber optic,"(50.4, 57.6]",Yes,No,Yes,Two year,Yes,Yes,No,8636-YOSYM,1
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Electronic check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,9505-AXFIS,0
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(28.8, 36.0]",No internet service,No internet service,No internet service,One year,No internet service,No,No,4269-QJTWG,0
Yes,No,Female,No internet service,"(88.6, 98.65]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(50.4, 57.6]",Yes,No internet service,Yes,One year,Yes,Yes,No,4551-OKIAP,1
Yes,No,Male,Yes,"(58.45, 68.5]",Yes,Yes,Yes,Credit card (automatic),DSL,"(64.8, 72.0]",No,No internet service,No,Two year,Yes,Yes,No,7918-YICWV,0
No,Yes,Male,No,"(98.65, 108.7]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(43.2, 50.4]",Yes,Yes,Yes,Two year,Yes,Yes,No,2645-AUGCU,0
Yes,No,Female,No,"(108.7, 118.75]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(57.6, 64.8]",Yes,Yes,Yes,Two year,Yes,Yes,No,5391-GPQYK,0
Yes,Yes,Male,No internet service,"(68.5, 78.55]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",No,No,No,Two year,No,Yes,No,3055-EBXOB,0
No,No,Male,No,"(78.55, 88.6]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(7.2, 14.4]",No,No,Yes,One year,No,Yes,No,5108-PMVFP,1
Yes,No,Male,No,"(98.65, 108.7]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(43.2, 50.4]",Yes,No,Yes,Two year,Yes,Yes,No,0334-KHCRF,0
Yes,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(64.8, 72.0]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,7280-XBNNZ,0
Yes,Yes,Male,No,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",Yes,No,Yes,Month-to-month,No,Yes,Yes,1402-NNZPK,0
No,No,Female,No internet service,"(98.65, 108.7]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(21.6, 28.8]",Yes,Yes,Yes,One year,Yes,Yes,Yes,7904-JHFEY,0
No,Yes,Female,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Mailed check,Fiber optic,"(28.8, 36.0]",Yes,Yes,Yes,Two year,Yes,Yes,No,6001-XYMKH,0
No,No,Male,No,"(98.65, 108.7]",No,No,Yes,Credit card (automatic),Fiber optic,"(28.8, 36.0]",Yes,Yes,Yes,Month-to-month,Yes,Yes,No,9935-YPXZH,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(7.2, 14.4]",No internet service,No internet service,No internet service,One year,No internet service,No,Yes,9605-ETTSH,0
No,Yes,Female,Yes,"(68.5, 78.55]",Yes,No,Yes,Credit card (automatic),DSL,"(57.6, 64.8]",No,Yes,Yes,Two year,No,Yes,Yes,2880-TLKEB,1
Yes,No,Male,No internet service,"(98.65, 108.7]",No,Yes,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",Yes,No,Yes,One year,Yes,Yes,Yes,0023-WZMHB,1
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(57.6, 64.8]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,6546-HGULA,1
Yes,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(57.6, 64.8]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,6907-LSRHY,0
Yes,No,Female,No internet service,"(98.65, 108.7]",No,Yes,Yes,Mailed check,Fiber optic,"(50.4, 57.6]",Yes,No internet service,Yes,One year,Yes,Yes,No,4275-PYEMX,0
No,No,Male,No,"(78.55, 88.6]",No,No,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",No,Yes,Yes,Month-to-month,No,No,No,2403-SJCSY,0
Yes,Yes,Female,No internet service,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(64.8, 72.0]",No,No,Yes,One year,No,Yes,No,7831-MTBRH,1
Yes,Yes,Female,Yes,"(28.3, 38.35]",No,No phone service,No,Bank transfer (automatic),DSL,"(50.4, 57.6]",No,No,No,Month-to-month,No,No,No,8497-ROPKP,1
No,No,Female,No,"(88.6, 98.65]",No,No,Yes,Credit card (automatic),Fiber optic,"(50.4, 57.6]",Yes,No,Yes,One year,Yes,Yes,No,9536-FHPNT,0
No,Yes,Male,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,No,No,2026-MVMTT,0
Yes,No,Male,Yes,"(78.55, 88.6]",Yes,No,Yes,Bank transfer (automatic),Fiber optic,"(28.8, 36.0]",No,Yes,No,Two year,No,No,No,3330-CUHPO,0
Yes,Yes,Male,No,"(78.55, 88.6]",No,No,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",Yes,No,No,Month-to-month,No,Yes,No,0118-YHEAQ,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(50.4, 57.6]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,0954-EJBJZ,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(64.8, 72.0]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,9028-HCRTL,0
No,No,Female,Yes,"(98.65, 108.7]",No,No,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",Yes,Yes,Yes,One year,Yes,Yes,No,5631-PEFYJ,1
Yes,Yes,Male,Yes,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(21.6, 28.8]",No,Yes,No,One year,No,No,No,2422-VLPRA,0
No,No,Male,No internet service,"(48.4, 58.45]",No,Yes,Yes,Bank transfer (automatic),DSL,"(36.0, 43.2]",No,No,No,Month-to-month,Yes,Yes,No,5082-WMHFX,0
Yes,Yes,Male,No,"(68.5, 78.55]",No,Yes,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",No,No,No,Month-to-month,No,No,Yes,3859-CLNAG,0
Yes,Yes,Male,Yes,"(68.5, 78.55]",No,No,Yes,Credit card (automatic),DSL,"(57.6, 64.8]",Yes,Yes,No,One year,Yes,No,No,7959-VJFZB,0
No,No,Female,No,"(98.65, 108.7]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(57.6, 64.8]",Yes,No,Yes,One year,Yes,Yes,No,9226-YMJGJ,1
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,7907-IJAFO,0
Yes,Yes,Male,Yes,"(68.5, 78.55]",Yes,Yes,Yes,Credit card (automatic),DSL,"(36.0, 43.2]",No,No internet service,Yes,Two year,Yes,Yes,No,7720-KDMIK,0
No,No,Female,No,"(38.35, 48.4]",No,No,Yes,Mailed check,DSL,"(36.0, 43.2]",No,No,No,Month-to-month,No,No,No,2578-DREFU,1
Yes,Yes,Male,No internet service,"(28.3, 38.35]",Yes,No phone service,No,Credit card (automatic),DSL,"(50.4, 57.6]",No,No,No,One year,Yes,Yes,No,6339-LFZSF,0
Yes,Yes,Male,Yes,"(38.35, 48.4]",No,No phone service,No,Mailed check,DSL,"(64.8, 72.0]",No,Yes,No,Two year,Yes,No,No,8247-TMFUY,0
No,Yes,Female,No,"(68.5, 78.55]",No,No,Yes,Mailed check,Fiber optic,"(50.4, 57.6]",No,No,No,Two year,Yes,Yes,No,1068-GKKBU,0
Yes,No,Male,Yes,"(38.35, 48.4]",No,No phone service,No,Bank transfer (automatic),DSL,"(36.0, 43.2]",No,No,Yes,Month-to-month,No,Yes,No,1869-PTOSU,0
Yes,No,Male,Yes,"(28.3, 38.35]",No,No phone service,No,Mailed check,DSL,"(28.8, 36.0]",No,No internet service,No,One year,Yes,No,No,6541-SPESG,0
Yes,No,Female,No internet service,"(38.35, 48.4]",No,No phone service,No,Electronic check,DSL,"(14.4, 21.6]",Yes,Yes,Yes,Month-to-month,Yes,Yes,Yes,7324-TXIVR,1
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,7282-USBGB,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,One year,No internet service,No,No,6026-WCSJE,0
No,No,Male,No,"(78.55, 88.6]",Yes,No,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,No,Yes,Two year,No,Yes,No,9359-MUZBQ,1
Yes,Yes,Female,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",Yes,Yes,Yes,Two year,Yes,No,No,0588-PBCRW,0
No,Yes,Female,No internet service,"(78.55, 88.6]",No,No,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",Yes,No,No,Month-to-month,No,Yes,No,2788-AAKZD,0
Yes,Yes,Female,Yes,"(38.35, 48.4]",No,No phone service,No,Credit card (automatic),DSL,"(28.8, 36.0]",No,Yes,No,Two year,Yes,No,No,8588-LNSMX,0
No,No,Male,Yes,"(88.6, 98.65]",No,No,Yes,Credit card (automatic),Fiber optic,"(-0.073, 7.2]",Yes,No,Yes,Month-to-month,No,Yes,Yes,9217-CNNRG,1
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(57.6, 64.8]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,7613-JBMIV,0
No,No,Female,No,"(28.3, 38.35]",Yes,No phone service,No,Electronic check,DSL,"(7.2, 14.4]",No,No internet service,No,Month-to-month,No,No,No,1300-VRKMF,0
No,No,Female,No internet service,"(98.65, 108.7]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",Yes,No,Yes,One year,Yes,No,Yes,8004-HLYZO,0
Yes,Yes,Male,Yes,"(68.5, 78.55]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",No,No,No,Month-to-month,No,No,No,8418-GCOKP,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(43.2, 50.4]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,9484-LZRYL,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(43.2, 50.4]",No internet service,No internet service,No internet service,One year,No internet service,No,No,3377-MYKLR,0
Yes,Yes,Female,No,"(98.65, 108.7]",No,Yes,Yes,Electronic check,Fiber optic,"(28.8, 36.0]",Yes,No internet service,Yes,Two year,Yes,Yes,No,7641-TINQX,1
No,No,Male,No,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,No,No,Month-to-month,No,Yes,Yes,0249-SZXTC,1
No,No,Male,No internet service,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",Yes,No,Yes,One year,No,Yes,Yes,9430-FTDDR,1
No,Yes,Female,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(-0.073, 7.2]",Yes,Yes,Yes,Two year,Yes,No,No,0140-PJXRT,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,7324-ACNFI,0
Yes,Yes,Male,No,"(88.6, 98.65]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(14.4, 21.6]",Yes,No,Yes,Month-to-month,No,Yes,No,7042-MEZKP,1
Yes,Yes,Male,No,"(88.6, 98.65]",Yes,Yes,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",No,Yes,Yes,Month-to-month,Yes,Yes,No,7830-WBHVF,1
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,7299-VCCPI,0
Yes,Yes,Female,Yes,"(68.5, 78.55]",Yes,No,Yes,Mailed check,DSL,"(57.6, 64.8]",Yes,Yes,No,Two year,Yes,Yes,No,7748-ZVHXA,0
No,No,Male,No internet service,"(28.3, 38.35]",Yes,No phone service,No,Credit card (automatic),DSL,"(36.0, 43.2]",No,No,No,Month-to-month,Yes,No,Yes,1861-MKMFC,0
Yes,Yes,Female,No,"(98.65, 108.7]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",Yes,Yes,Yes,Month-to-month,Yes,Yes,No,7348-NIMLB,1
Yes,Yes,Female,Yes,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,No,No,Month-to-month,No,Yes,No,4755-KKHUX,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(50.4, 57.6]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,0419-HUPNN,0
No,Yes,Male,No,"(68.5, 78.55]",No,No,Yes,Credit card (automatic),Fiber optic,"(7.2, 14.4]",No,No internet service,No,Month-to-month,No,Yes,Yes,8002-VPUNP,0
Yes,Yes,Male,Yes,"(58.45, 68.5]",Yes,No,Yes,Electronic check,DSL,"(7.2, 14.4]",No,No,Yes,Month-to-month,No,Yes,No,4301-TTWOE,1
No,No,Female,No,"(78.55, 88.6]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(14.4, 21.6]",No,No,No,Month-to-month,Yes,Yes,Yes,3395-HQAVK,0
No,Yes,Male,Yes,"(88.6, 98.65]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(-0.073, 7.2]",Yes,Yes,No,Month-to-month,Yes,Yes,Yes,0289-VIIZT,1
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,5292-URBLC,0
Yes,No,Female,No,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,No,Yes,Month-to-month,No,Yes,No,2710-WRBGG,0
Yes,Yes,Female,No,"(68.5, 78.55]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(14.4, 21.6]",No,Yes,No,Month-to-month,No,Yes,No,5032-VKZLP,0
Yes,Yes,Male,No internet service,"(98.65, 108.7]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(7.2, 14.4]",Yes,Yes,Yes,Month-to-month,No,Yes,No,6971-KEUNJ,0
Yes,Yes,Male,Yes,"(38.35, 48.4]",Yes,No phone service,No,Mailed check,DSL,"(64.8, 72.0]",No,No,Yes,One year,No,No,No,9333-PIPKX,0
No,Yes,Male,No,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",Yes,Yes,Yes,Month-to-month,No,Yes,No,2973-FEXOG,1
Yes,Yes,Female,No,"(88.6, 98.65]",No,Yes,Yes,Mailed check,Fiber optic,"(14.4, 21.6]",Yes,No,No,Month-to-month,Yes,No,No,0149-OKXRP,1
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(64.8, 72.0]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,5617-HTXWV,0
Yes,No,Female,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,Yes,Yes,2811-IYYOL,0
No,No,Male,Yes,"(58.45, 68.5]",No,No,Yes,Bank transfer (automatic),DSL,"(-0.073, 7.2]",Yes,No,No,Month-to-month,No,Yes,No,5223-HWPLI,0
Yes,No,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",No,Yes,No,One year,Yes,Yes,Yes,0829-CIHYR,0
Yes,No,Male,Yes,"(88.6, 98.65]",No,No,Yes,Mailed check,Fiber optic,"(28.8, 36.0]",No,Yes,Yes,One year,No,No,Yes,8097-HFNTU,0
Yes,Yes,Male,No,"(68.5, 78.55]",No,No,Yes,Bank transfer (automatic),DSL,"(7.2, 14.4]",Yes,Yes,Yes,Two year,Yes,Yes,No,6059-KWYSH,0
No,No,Male,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",No,No,Yes,Month-to-month,No,Yes,Yes,3045-PNLSR,1
No,Yes,Male,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Mailed check,Fiber optic,"(50.4, 57.6]",No,No,No,Month-to-month,No,Yes,No,3423-KBQNH,0
Yes,Yes,Female,Yes,"(58.45, 68.5]",Yes,Yes,Yes,Mailed check,DSL,"(21.6, 28.8]",No,No,No,Month-to-month,Yes,No,No,9936-BYDPA,0
Yes,No,Female,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(57.6, 64.8]",Yes,Yes,No,One year,Yes,Yes,No,4579-DKZXB,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(64.8, 72.0]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,0064-YRUMX,0
No,No,Male,Yes,"(68.5, 78.55]",Yes,No,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",No,No internet service,No,Two year,No,Yes,Yes,4424-CFKQQ,1
No,Yes,Female,No internet service,"(88.6, 98.65]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(28.8, 36.0]",Yes,Yes,Yes,One year,No,Yes,No,3315-RKKFY,0
No,No,Female,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(7.2, 14.4]",Yes,No,No,One year,Yes,Yes,No,1207-CUMJV,1
No,Yes,Male,No internet service,"(98.65, 108.7]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(43.2, 50.4]",Yes,Yes,Yes,Two year,Yes,No,No,0233-IMNEA,0
No,Yes,Female,No,"(68.5, 78.55]",No,Yes,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,No internet service,No,Month-to-month,No,Yes,No,5194-IYGUG,1
No,Yes,Female,Yes,"(68.5, 78.55]",No,Yes,Yes,Mailed check,Fiber optic,"(7.2, 14.4]",No,Yes,No,Month-to-month,No,Yes,No,3376-WNWFM,1
Yes,Yes,Male,Yes,"(58.45, 68.5]",Yes,No,Yes,Bank transfer (automatic),DSL,"(50.4, 57.6]",No,No,No,Two year,Yes,Yes,No,5711-PLDHT,0
No,No,Female,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(-0.073, 7.2]",Yes,Yes,Yes,Two year,Yes,Yes,No,4438-TZALE,0
No,Yes,Female,No,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",Yes,No internet service,Yes,Month-to-month,No,No,No,0595-LCSZM,1
Yes,Yes,Female,Yes,"(98.65, 108.7]",Yes,No,Yes,Bank transfer (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,Yes,No,8052-YPMDZ,0
Yes,No,Male,Yes,"(108.7, 118.75]",No,Yes,Yes,Mailed check,Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,One year,Yes,Yes,Yes,7860-HVAMW,0
Yes,No,Female,Yes,"(98.65, 108.7]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(57.6, 64.8]",Yes,No,Yes,Two year,Yes,Yes,No,7429-NRNWS,0
No,Yes,Male,Yes,"(48.4, 58.45]",Yes,No,Yes,Electronic check,DSL,"(7.2, 14.4]",No,Yes,No,Month-to-month,No,Yes,Yes,1340-DBREY,0
Yes,Yes,Male,Yes,"(68.5, 78.55]",Yes,Yes,Yes,Mailed check,DSL,"(14.4, 21.6]",No,Yes,Yes,One year,No,No,No,1941-XCRUS,1
No,Yes,Male,No internet service,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",No,Yes,No,Month-to-month,Yes,Yes,No,4313-MPUUY,1
No,Yes,Female,No,"(98.65, 108.7]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(50.4, 57.6]",Yes,No,Yes,Two year,Yes,No,No,4102-DIUTI,0
Yes,No,Female,No,"(68.5, 78.55]",No,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",No,No,No,One year,No,Yes,Yes,1168-DSGJM,1
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,5132-VEGAI,1
No,No,Male,Yes,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",No,No,No,One year,No,Yes,No,1502-PNJUJ,0
Yes,Yes,Female,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(28.8, 36.0]",Yes,Yes,No,Two year,Yes,Yes,No,3180-VXKTK,0
No,No,Male,Yes,"(78.55, 88.6]",No,No,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",Yes,No,No,Month-to-month,No,Yes,Yes,8171-XWNBH,0
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(14.4, 21.6]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,1238-ZKGWH,0
Yes,Yes,Female,No,"(78.55, 88.6]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(28.8, 36.0]",No,No,Yes,Month-to-month,No,Yes,Yes,5882-JCBWG,1
No,No,Male,No,"(88.6, 98.65]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(36.0, 43.2]",Yes,No internet service,Yes,Two year,No,Yes,No,2304-RWXQH,0
Yes,No,Male,Yes,"(88.6, 98.65]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,No,Two year,Yes,Yes,Yes,5707-TEAYD,0
No,No,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Electronic check,Fiber optic,"(43.2, 50.4]",No,Yes,Yes,Month-to-month,No,Yes,Yes,8780-WBGVD,0
No,Yes,Female,No,"(48.4, 58.45]",Yes,No,Yes,Credit card (automatic),DSL,"(21.6, 28.8]",No,Yes,No,One year,No,Yes,No,9610-VPGXI,0
No,No,Female,Yes,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(14.4, 21.6]",No,No,No,Two year,No,No,No,2266-RBCQU,0
No,No,Female,Yes,"(68.5, 78.55]",No,Yes,Yes,Bank transfer (automatic),DSL,"(57.6, 64.8]",Yes,Yes,No,One year,No,No,No,2037-CXDDL,0
Yes,Yes,Female,No,"(58.45, 68.5]",No,Yes,Yes,Mailed check,DSL,"(14.4, 21.6]",No,Yes,No,One year,Yes,Yes,No,9931-IFOJO,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No,No phone service,No,Credit card (automatic),DSL,"(-0.073, 7.2]",No,No,No,Month-to-month,No,Yes,No,6007-GDYXV,0
No,No,Female,No internet service,"(68.5, 78.55]",No,Yes,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,No,No,Two year,No,Yes,Yes,1882-WHHDM,1
