Contract,OnlineBackup,PhoneService,OnlineSecurity,InternetService,StreamingMovies,PaymentMethod,TechSupport,Dependents,PaperlessBilling,MultipleLines,gender,DeviceProtection,SeniorCitizen,StreamingTV,tenure_bins,monthly_charges_bins,Partner,customerID,Churn
Month-to-month,Yes,Yes,No,DSL,No,Bank transfer (automatic),Yes,Yes,No,No,Male,Yes,No,No,"(7.2, 14.4]","(58.45, 68.5]",Yes,4604-TNZLD,0
Month-to-month,No,Yes,No,Fiber optic,No,Credit card (automatic),No,No,Yes,Yes,Male,Yes,Yes,No,"(28.8, 36.0]","(78.55, 88.6]",No,3520-JUWVE,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,Yes,No,Female,No internet service,No,No internet service,"(21.6, 28.8]","(18.148999999999997, 28.3]",No,7193-WWUHS,0
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",Yes,9150-ESYCU,0
Month-to-month,No,Yes,No,Fiber optic,No,Bank transfer (automatic),No,Yes,No,No,Female,No,No,No,"(14.4, 21.6]","(68.5, 78.55]",No,1815-QCFKA,1
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,3725-ZOPLA,1
Two year,No,Yes,No,Fiber optic,Yes,Credit card (automatic),No,Yes,Yes,Yes,Male,Yes,No,No,"(64.8, 72.0]","(88.6, 98.65]",Yes,5526-CYHSB,0
Two year,No,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,9697-VYQXX,0
Month-to-month,Yes,Yes,No,DSL,No,Bank transfer (automatic),Yes,No,No,No,Female,No,No,No,"(21.6, 28.8]","(48.4, 58.45]",No,0432-XNXVI,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Female,Yes,No,Yes,"(28.8, 36.0]","(88.6, 98.65]",No,4878-NVUZA,1
Month-to-month,No,Yes,No,Fiber optic,No,Bank transfer (automatic),No,Yes,Yes,No,Male,No,No,No,"(28.8, 36.0]","(68.5, 78.55]",Yes,6922-VVCJB,1
Two year,No,Yes,Yes,DSL,No,Mailed check,Yes,No,Yes,Yes,Female,Yes,No,No,"(43.2, 50.4]","(58.45, 68.5]",No,5906-NNNYK,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,Yes,Yes,"(36.0, 43.2]","(98.65, 108.7]",Yes,9732-LRCYW,1
Month-to-month,No,Yes,Yes,Fiber optic,No,Bank transfer (automatic),Yes,Yes,Yes,Yes,Female,No,No,No,"(57.6, 64.8]","(78.55, 88.6]",Yes,7004-BZKPK,0
Two year,Yes,No,Yes,DSL,Yes,Credit card (automatic),Yes,No,Yes,No phone service,Male,Yes,Yes,Yes,"(64.8, 72.0]","(58.45, 68.5]",Yes,7857-PCFNR,0
Month-to-month,Yes,Yes,Yes,DSL,No,Credit card (automatic),No,Yes,Yes,Yes,Male,Yes,No,Yes,"(36.0, 43.2]","(68.5, 78.55]",Yes,5750-NPLWW,0
Two year,No,Yes,No,Fiber optic,No,Credit card (automatic),No,Yes,Yes,Yes,Male,Yes,No,Yes,"(57.6, 64.8]","(88.6, 98.65]",Yes,1084-VLMUQ,0
One year,No,Yes,Yes,Fiber optic,Yes,Electronic check,No,Yes,No,No,Female,Yes,No,Yes,"(50.4, 57.6]","(98.65, 108.7]",Yes,4247-GFJLQ,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Mailed check,Yes,No,Yes,Yes,Male,No,No,Yes,"(14.4, 21.6]","(88.6, 98.65]",No,1901-YWPBZ,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,No,No,Male,Yes,No,Yes,"(14.4, 21.6]","(78.55, 88.6]",No,6963-KLNTC,0
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Male,No internet service,No,No internet service,"(28.8, 36.0]","(18.148999999999997, 28.3]",Yes,5403-SFULC,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,Yes,Female,No internet service,No,No internet service,"(43.2, 50.4]","(18.148999999999997, 28.3]",Yes,3152-WFSDQ,0
Two year,Yes,Yes,Yes,DSL,Yes,Electronic check,Yes,Yes,No,No,Female,No,No,Yes,"(36.0, 43.2]","(68.5, 78.55]",Yes,2835-KWVYQ,0
Two year,Yes,Yes,No,DSL,Yes,Mailed check,Yes,No,Yes,Yes,Female,No,No,Yes,"(43.2, 50.4]","(78.55, 88.6]",No,9723-DGCXU,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,No,Yes,Female,Yes,Yes,Yes,"(43.2, 50.4]","(98.65, 108.7]",Yes,4296-TXBUL,0
One year,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Female,No,Yes,Yes,"(50.4, 57.6]","(98.65, 108.7]",Yes,5967-BULFW,1
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,No,No,No,Female,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",Yes,7726-NAULX,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,No,Yes,Female,No internet service,No,No internet service,"(28.8, 36.0]","(18.148999999999997, 28.3]",No,3702-MFARM,0
Month-to-month,No,Yes,No,Fiber optic,No,Bank transfer (automatic),No,No,Yes,No,Female,Yes,Yes,No,"(7.2, 14.4]","(68.5, 78.55]",No,7047-YNLLL,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,No,Yes,Female,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,4458-FGVTV,0
Month-to-month,No,No,Yes,DSL,Yes,Mailed check,Yes,Yes,No,No phone service,Female,No,No,No,"(21.6, 28.8]","(38.35, 48.4]",No,3635-ERRJF,0
Month-to-month,No,Yes,No,DSL,No,Mailed check,Yes,No,No,Yes,Male,Yes,No,No,"(-0.073, 7.2]","(58.45, 68.5]",No,7756-BUUXO,1
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,No,No,No,"(7.2, 14.4]","(68.5, 78.55]",No,7044-KNKCJ,1
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,Yes,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,9765-AVSQF,0
Month-to-month,No,Yes,Yes,DSL,No,Mailed check,No,No,Yes,No,Male,Yes,No,No,"(-0.073, 7.2]","(48.4, 58.45]",No,7835-APDRI,1
One year,Yes,Yes,Yes,DSL,Yes,Credit card (automatic),Yes,No,Yes,Yes,Female,Yes,No,Yes,"(21.6, 28.8]","(88.6, 98.65]",Yes,9572-ZERNF,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,No,Yes,Female,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,8625-HOZUF,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,No,No,Yes,"(7.2, 14.4]","(78.55, 88.6]",No,2725-PHIDF,0
Month-to-month,No,Yes,No,DSL,No,Electronic check,No,No,No,No,Female,No,No,No,"(-0.073, 7.2]","(38.35, 48.4]",No,1742-OKWKG,1
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,No,Yes,Yes,"(28.8, 36.0]","(98.65, 108.7]",No,8791-CCRZY,1
Month-to-month,No,Yes,No,DSL,No,Credit card (automatic),Yes,Yes,No,No,Female,Yes,No,No,"(7.2, 14.4]","(48.4, 58.45]",Yes,4900-FHFGF,1
Two year,Yes,Yes,Yes,DSL,Yes,Credit card (automatic),Yes,Yes,No,Yes,Female,Yes,Yes,Yes,"(64.8, 72.0]","(88.6, 98.65]",Yes,0462-MEKQO,1
One year,No,No,No,DSL,Yes,Bank transfer (automatic),Yes,Yes,No,No phone service,Male,Yes,No,Yes,"(36.0, 43.2]","(48.4, 58.45]",No,3554-NHPMT,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,No,Yes,No,"(-0.073, 7.2]","(78.55, 88.6]",No,5116-JRTRJ,1
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,Yes,Male,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",Yes,4903-GUOMI,0
One year,Yes,Yes,Yes,DSL,No,Credit card (automatic),No,No,No,Yes,Male,No,Yes,No,"(50.4, 57.6]","(58.45, 68.5]",Yes,7447-DSGTT,0
Month-to-month,No,Yes,No,DSL,Yes,Electronic check,No,No,Yes,No,Female,No,No,No,"(-0.073, 7.2]","(48.4, 58.45]",No,8054-STXMJ,1
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,Yes,Yes,"(21.6, 28.8]","(98.65, 108.7]",Yes,1006-CTVOT,0
Two year,No,Yes,Yes,DSL,Yes,Credit card (automatic),Yes,No,No,Yes,Male,Yes,No,No,"(64.8, 72.0]","(68.5, 78.55]",Yes,0052-SUXVH,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,Yes,No,Female,No,Yes,Yes,"(14.4, 21.6]","(88.6, 98.65]",No,4756-GTGTM,1
Month-to-month,No,Yes,Yes,Fiber optic,No,Electronic check,No,No,Yes,No,Female,No,No,No,"(14.4, 21.6]","(68.5, 78.55]",No,3136-HJEAG,0
One year,No,No,No,DSL,Yes,Credit card (automatic),Yes,No,No,No phone service,Male,Yes,No,Yes,"(50.4, 57.6]","(48.4, 58.45]",No,7351-LCBQV,0
Two year,Yes,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",No,9123-MEWGW,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,No,Yes,Female,No internet service,No,No internet service,"(14.4, 21.6]","(18.148999999999997, 28.3]",No,6286-TYQEG,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,Yes,No,Male,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,7710-LEMLA,0
Month-to-month,Yes,Yes,No,DSL,No,Mailed check,No,Yes,No,No,Female,No,No,No,"(36.0, 43.2]","(48.4, 58.45]",Yes,8885-DCWIU,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,Yes,Yes,No,Female,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",Yes,5573-ZDMZC,0
Two year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(43.2, 50.4]","(18.148999999999997, 28.3]",Yes,7012-IWJOT,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,Yes,No,Female,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",Yes,3645-MBBXB,0
Month-to-month,Yes,Yes,No,Fiber optic,No,Bank transfer (automatic),No,No,No,Yes,Female,Yes,No,Yes,"(50.4, 57.6]","(88.6, 98.65]",Yes,9204-RJZHB,0
Two year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(28.8, 36.0]","(18.148999999999997, 28.3]",Yes,1392-KJPIG,0
One year,Yes,Yes,No,DSL,Yes,Electronic check,Yes,No,Yes,Yes,Female,No,No,Yes,"(57.6, 64.8]","(78.55, 88.6]",Yes,6576-NRHPS,0
Two year,Yes,Yes,Yes,Fiber optic,Yes,Credit card (automatic),Yes,No,Yes,Yes,Female,Yes,Yes,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,6245-UYVRJ,0
One year,Yes,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",No,3092-XPBER,0
Two year,No,Yes,Yes,DSL,Yes,Bank transfer (automatic),No,No,No,No,Male,Yes,No,No,"(64.8, 72.0]","(58.45, 68.5]",No,6759-KJWJU,0
Month-to-month,Yes,Yes,No,Fiber optic,No,Bank transfer (automatic),No,No,Yes,No,Female,No,No,Yes,"(-0.073, 7.2]","(78.55, 88.6]",No,8046-YPMWW,1
Month-to-month,Yes,Yes,No,Fiber optic,No,Bank transfer (automatic),No,No,Yes,Yes,Male,Yes,No,No,"(21.6, 28.8]","(78.55, 88.6]",No,4343-XFWOH,0
Two year,No,Yes,Yes,DSL,Yes,Credit card (automatic),Yes,No,No,Yes,Male,Yes,No,No,"(57.6, 64.8]","(68.5, 78.55]",Yes,5485-BSMZU,0
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,Yes,Yes,No,Male,Yes,No,Yes,"(28.8, 36.0]","(88.6, 98.65]",Yes,6364-GCCRN,0
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,3046-KQJKA,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,Yes,No,Female,No,No,Yes,"(21.6, 28.8]","(88.6, 98.65]",Yes,8533-DWEAZ,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Bank transfer (automatic),No,No,No,Yes,Male,No,No,No,"(7.2, 14.4]","(78.55, 88.6]",No,4566-QCAYC,1
One year,Yes,No,No,DSL,No,Mailed check,Yes,No,No,No phone service,Female,No,No,No,"(36.0, 43.2]","(28.3, 38.35]",Yes,7159-EPQZY,0
Month-to-month,No,Yes,No,DSL,No,Mailed check,No,Yes,No,No,Male,Yes,No,Yes,"(7.2, 14.4]","(58.45, 68.5]",Yes,1094-JEURN,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Mailed check,No,No,Yes,Yes,Female,No,No,No,"(-0.073, 7.2]","(78.55, 88.6]",No,0689-ZKHTO,1
Two year,Yes,No,Yes,DSL,Yes,Bank transfer (automatic),Yes,No,Yes,No phone service,Male,Yes,No,Yes,"(64.8, 72.0]","(58.45, 68.5]",No,8504-OOYKZ,0
One year,No,Yes,No,Fiber optic,Yes,Bank transfer (automatic),No,No,No,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(98.65, 108.7]",Yes,3514-YJIEK,0
Two year,No,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,No,Yes,Male,Yes,No,Yes,"(50.4, 57.6]","(98.65, 108.7]",Yes,8524-FHMMP,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,Yes,No,Female,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,2249-FFCYM,0
Two year,Yes,Yes,Yes,DSL,Yes,Bank transfer (automatic),No,No,No,No,Male,Yes,No,No,"(64.8, 72.0]","(68.5, 78.55]",Yes,3031-OQYJU,0
Two year,Yes,Yes,Yes,DSL,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,Female,Yes,No,Yes,"(64.8, 72.0]","(78.55, 88.6]",Yes,9775-LYQIG,0
One year,No,No,Yes,DSL,Yes,Bank transfer (automatic),No,Yes,No,No phone service,Male,Yes,No,No,"(50.4, 57.6]","(38.35, 48.4]",Yes,8196-MLGXV,0
One year,Yes,Yes,Yes,DSL,Yes,Bank transfer (automatic),No,No,No,Yes,Female,Yes,No,No,"(50.4, 57.6]","(68.5, 78.55]",Yes,1517-OEJBX,0
Month-to-month,No,Yes,No,Fiber optic,No,Bank transfer (automatic),No,Yes,No,No,Male,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,4921-PBOHB,1
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,Yes,No,Male,No,No,Yes,"(21.6, 28.8]","(88.6, 98.65]",No,8959-CJDOT,1
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,Yes,No,No,"(14.4, 21.6]","(68.5, 78.55]",No,3047-JWJCE,1
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Female,No,Yes,No,"(-0.073, 7.2]","(68.5, 78.55]",No,9642-ENTHB,1
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,Yes,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,4304-OFMOV,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Bank transfer (automatic),No,No,Yes,No,Female,No,No,Yes,"(14.4, 21.6]","(88.6, 98.65]",Yes,7392-OWDCN,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,7930-CYXFX,1
Two year,No,Yes,No,DSL,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Female,Yes,No,Yes,"(50.4, 57.6]","(78.55, 88.6]",No,1829-PDKJP,0
Month-to-month,No,No,No,DSL,No,Electronic check,No,Yes,No,No phone service,Female,No,No,No,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,7595-EDYBE,0
Two year,Yes,Yes,Yes,DSL,No,Mailed check,Yes,Yes,No,No,Male,Yes,No,No,"(64.8, 72.0]","(58.45, 68.5]",Yes,5315-GMYAT,0
Month-to-month,Yes,Yes,Yes,Fiber optic,No,Credit card (automatic),Yes,No,Yes,Yes,Female,Yes,No,No,"(43.2, 50.4]","(88.6, 98.65]",Yes,9920-IRUWF,0
One year,Yes,Yes,No,Fiber optic,Yes,Bank transfer (automatic),No,Yes,No,No,Male,Yes,No,Yes,"(21.6, 28.8]","(98.65, 108.7]",Yes,8288-MBSRL,0
Month-to-month,No,Yes,No,DSL,No,Mailed check,No,No,Yes,No,Male,No,No,No,"(7.2, 14.4]","(38.35, 48.4]",No,0013-VFOQY,1
Month-to-month,No,No,No,DSL,No,Credit card (automatic),No,Yes,No,No phone service,Male,No,No,No,"(28.8, 36.0]","(18.148999999999997, 28.3]",No,6964-LOPTT,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,Yes,No,Yes,"(21.6, 28.8]","(98.65, 108.7]",No,7816-XPUJG,1
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,Yes,No,Male,No internet service,Yes,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",Yes,0471-GKCKY,0
One year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(36.0, 43.2]","(18.148999999999997, 28.3]",Yes,3222-KMXJO,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,Yes,No,Female,No internet service,No,No internet service,"(36.0, 43.2]","(18.148999999999997, 28.3]",No,6063-PXBGB,0
One year,No,Yes,No,Fiber optic,No,Electronic check,No,Yes,Yes,Yes,Female,No,No,Yes,"(64.8, 72.0]","(78.55, 88.6]",Yes,5724-RCBVE,1
Two year,Yes,Yes,Yes,Fiber optic,No,Bank transfer (automatic),No,No,Yes,Yes,Female,No,No,No,"(64.8, 72.0]","(78.55, 88.6]",Yes,0550-BLJPG,0
Two year,No,Yes,Yes,DSL,Yes,Credit card (automatic),Yes,No,Yes,No,Female,Yes,No,Yes,"(64.8, 72.0]","(78.55, 88.6]",No,9402-NWDBB,0
Month-to-month,No,No,No,DSL,No,Bank transfer (automatic),Yes,No,No,No phone service,Male,No,No,No,"(-0.073, 7.2]","(28.3, 38.35]",No,9093-YGTLC,1
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,No,Yes,Female,No internet service,No,No internet service,"(57.6, 64.8]","(18.148999999999997, 28.3]",No,4033-SNMTT,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",Yes,5569-LJKNP,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,No,No,No,Female,No internet service,No,No internet service,"(28.8, 36.0]","(18.148999999999997, 28.3]",No,6172-EVCUK,0
One year,Yes,Yes,Yes,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",No,6440-XUIWB,0
One year,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,Yes,Yes,No,Male,Yes,No,No,"(57.6, 64.8]","(58.45, 68.5]",Yes,0429-RHZTH,0
Month-to-month,No,Yes,No,DSL,No,Bank transfer (automatic),No,Yes,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(38.35, 48.4]",Yes,5936-ELJJK,1
Two year,No,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,No,No,No,Female,Yes,Yes,Yes,"(50.4, 57.6]","(68.5, 78.55]",No,9128-JMDKN,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,Yes,Yes,Female,No internet service,No,No internet service,"(36.0, 43.2]","(18.148999999999997, 28.3]",Yes,5691-VHJGA,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,Yes,No,Male,No internet service,No,No internet service,"(57.6, 64.8]","(18.148999999999997, 28.3]",Yes,8816-LOWON,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,No,Female,No,No,No,"(-0.073, 7.2]","(78.55, 88.6]",No,8744-VOUAO,1
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,No,Yes,Male,No,Yes,No,"(43.2, 50.4]","(88.6, 98.65]",Yes,7635-ENCCR,1
Two year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,8838-VTQDA,0
One year,Yes,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),No,No,Yes,Yes,Male,No,No,No,"(57.6, 64.8]","(88.6, 98.65]",No,6331-WFVFY,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,Yes,Yes,"(7.2, 14.4]","(98.65, 108.7]",No,9333-TGGGM,1
Month-to-month,No,Yes,Yes,DSL,No,Electronic check,Yes,No,No,No,Female,No,No,No,"(-0.073, 7.2]","(48.4, 58.45]",No,8950-PNYTY,1
Two year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,No,Yes,Yes,Female,No internet service,No,No internet service,"(36.0, 43.2]","(18.148999999999997, 28.3]",No,2139-IYPFZ,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Female,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,9575-DFQQI,0
Two year,Yes,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,7966-NQHXL,0
Month-to-month,No,Yes,No,DSL,No,Credit card (automatic),Yes,No,Yes,No,Male,No,No,No,"(21.6, 28.8]","(48.4, 58.45]",No,8213-RBHVP,0
One year,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(28.8, 36.0]","(18.148999999999997, 28.3]",Yes,5273-TSWNW,0
One year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,No,Yes,Male,No internet service,No,No internet service,"(50.4, 57.6]","(18.148999999999997, 28.3]",No,6868-LEJPB,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,No,No,No,"(28.8, 36.0]","(68.5, 78.55]",No,9752-IGPPO,0
Month-to-month,No,Yes,Yes,Fiber optic,No,Bank transfer (automatic),Yes,No,No,No,Male,No,No,No,"(7.2, 14.4]","(78.55, 88.6]",Yes,7432-PMOIJ,1
One year,No,No,Yes,DSL,No,Mailed check,No,No,No,No phone service,Female,Yes,No,No,"(50.4, 57.6]","(28.3, 38.35]",Yes,3969-LYVKE,0
One year,No,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,Female,No,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",Yes,8265-LGSFZ,0
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,No,No,Yes,"(-0.073, 7.2]","(88.6, 98.65]",No,6235-NVOZC,1
Two year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,Yes,No,Yes,Female,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,9885-IKBEE,0
Two year,No,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),No,No,Yes,No,Female,Yes,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",Yes,1008-PERHW,0
Two year,Yes,Yes,Yes,DSL,No,Credit card (automatic),No,Yes,Yes,Yes,Female,No,No,Yes,"(64.8, 72.0]","(68.5, 78.55]",Yes,6005-HLVVY,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,No,Female,No,No,Yes,"(-0.073, 7.2]","(88.6, 98.65]",No,6721-RJJOJ,1
Month-to-month,No,Yes,No,Fiber optic,No,Mailed check,No,No,Yes,No,Female,No,Yes,No,"(-0.073, 7.2]","(68.5, 78.55]",No,5779-RHFRO,0
Two year,Yes,Yes,No,Fiber optic,Yes,Bank transfer (automatic),No,No,Yes,Yes,Male,Yes,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",No,3415-RHEBB,0
