,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Period
308,a2a49a00-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,4,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,39.69375109831881,251.07183814977995,0,M12
320,a2a55314-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,4,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,251.07183814977995,0,M12
327,a2a5bdfe-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,39.69375109831881,251.07183814977995,0,M12
331,a2a5fd8c-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,4,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Two year,No,Electronic check,39.69375109831881,251.07183814977995,1,M12
332,a2a60cc8-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
334,a2a62b68-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,4,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
336,a2a64a26-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,No,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
340,a2a687a2-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),39.69375109831881,251.07183814977995,0,M12
341,a2a6971a-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
342,a2a6a64c-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,39.69375109831881,251.07183814977995,1,M12
344,a2a6c6a4-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,4,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.69375109831881,251.07183814977995,1,M12
347,a2a6f462-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,39.69375109831881,251.07183814977995,1,M12
350,a2a7225c-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
352,a2a741a6-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Two year,Yes,Mailed check,39.69375109831881,251.07183814977995,0,M12
356,a2a77f68-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
358,a2a7a006-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,Yes,No,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,39.69375109831881,251.07183814977995,1,M12
361,a2a7ce28-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,4,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,1,M12
362,a2a7dd78-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
363,a2a7ece6-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,251.07183814977995,1,M12
364,a2a7fc5e-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,4,No,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,39.69375109831881,251.07183814977995,0,M12
366,a2a81b1c-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,No,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,39.69375109831881,251.07183814977995,1,M12
370,a2a85866-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,39.69375109831881,251.07183814977995,1,M12
373,a2a88ad4-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,No,No,DSL,No internet service,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
374,a2a89a1a-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
377,a2a8c828-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),39.69375109831881,251.07183814977995,1,M12
379,a2a8e704-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),39.69375109831881,251.07183814977995,0,M12
380,a2a8f65e-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,No phone service,No,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,39.69375109831881,251.07183814977995,0,M12
381,a2a905a4-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,4,Yes,No phone service,DSL,No,No internet service,No internet service,No,No,No,One year,Yes,Mailed check,39.69375109831881,251.07183814977995,0,M12
384,a2a93394-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),39.69375109831881,251.07183814977995,1,M12
385,a2a94302-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,No,4,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
386,a2a95252-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,39.69375109831881,251.07183814977995,0,M12
387,a2a961a2-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,Yes,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
388,a2a97106-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,One year,Yes,Mailed check,39.69375109831881,251.07183814977995,0,M12
389,a2a98056-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,Yes,No,No,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
390,a2a98fe2-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,No,4,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,39.69375109831881,251.07183814977995,0,M12
393,a2a9bdf0-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
396,a2a9ebcc-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
398,a2aa0d1e-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),39.69375109831881,251.07183814977995,1,M12
399,a2aa1c50-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,39.69375109831881,251.07183814977995,1,M12
400,a2aa2c90-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,4,Yes,No,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,39.69375109831881,251.07183814977995,0,M12
401,a2aa3be0-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
403,a2aa5a8a-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,No,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
412,a2aae4f0-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,251.07183814977995,1,M12
413,a2aaf440-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,One year,No,Electronic check,39.69375109831881,251.07183814977995,0,M12
414,a2ab039a-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,251.07183814977995,1,M12
416,a2ab2276-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,4,No,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
417,a2ab31d0-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
421,a2ab6f06-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,Yes,4,Yes,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,39.69375109831881,251.07183814977995,1,M12
425,a2abae44-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,No,4,No,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
426,a2abbda8-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,4,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,39.69375109831881,251.07183814977995,0,M12
427,a2abcd0c-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,251.07183814977995,1,M12
428,a2abdc52-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,4,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,No,One year,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,1,M12
430,a2abfb4c-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
433,a2ac2996-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,No,4,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
436,a2ac57b8-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,No phone service,No,No,Yes,No,No internet service,No,Yes,Two year,No,Credit card (automatic),39.69375109831881,251.07183814977995,1,M12
441,a2aca6c8-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
442,a2acb62c-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,Yes,No,No,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),39.69375109831881,251.07183814977995,1,M12
447,a2ad02a8-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,4,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
449,a2ad2152-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,4,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,39.69375109831881,251.07183814977995,1,M12
453,a2ad602c-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),39.69375109831881,251.07183814977995,1,M12
455,a2ad7f3a-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,4,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
457,a2ad9f10-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
458,a2adae74-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,No,DSL,Yes,No,Yes,No internet service,No,No,One year,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
459,a2adbde2-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,4,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,Two year,No,Electronic check,39.69375109831881,251.07183814977995,0,M12
463,a2adfb68-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,39.69375109831881,251.07183814977995,0,M12
466,a2ae2b1a-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,4,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
469,a2ae5946-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,No,No,No,Yes,No,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
473,a2ae9686-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,4,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),39.69375109831881,251.07183814977995,0,M12
474,a2aea608-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,4,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),39.69375109831881,251.07183814977995,0,M12
476,a2aec4d0-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,Yes,Two year,No,Electronic check,39.69375109831881,251.07183814977995,0,M12
477,a2aed902-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,Yes,4,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
481,a2af1656-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
485,a2af5404-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),39.69375109831881,251.07183814977995,1,M12
487,a2af72c2-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,4,Yes,No,No,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),39.69375109831881,251.07183814977995,0,M12
490,a2afa0c6-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,39.69375109831881,251.07183814977995,0,M12
494,a2afe018-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,One year,No,Mailed check,39.69375109831881,251.07183814977995,0,M12
495,a2afef4a-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,39.69375109831881,251.07183814977995,1,M12
498,a2b01d4e-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),39.69375109831881,251.07183814977995,0,M12
499,a2b02ca8-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),39.69375109831881,251.07183814977995,0,M12
500,a2b03bee-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
503,a2b069fc-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,4,Yes,No,DSL,Yes,Yes,No,No internet service,No,No,One year,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
504,a2b07960-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,251.07183814977995,1,M12
505,a2b08a90-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,No,Yes,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,39.69375109831881,251.07183814977995,0,M12
506,a2b099f4-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,1,M12
510,a2b0d716-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),39.69375109831881,251.07183814977995,0,M12
513,a2b1054c-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,4,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,39.69375109831881,251.07183814977995,0,M12
514,a2b11492-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),39.69375109831881,251.07183814977995,1,M12
515,a2b123d8-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),39.69375109831881,251.07183814977995,1,M12
517,a2b1425a-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,Yes,4,Yes,No,No,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,39.69375109831881,251.07183814977995,0,M12
522,a2b191d8-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,4,Yes,No phone service,No,No,Yes,No,No internet service,No,Yes,One year,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
523,a2b1a13c-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,No,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),39.69375109831881,251.07183814977995,0,M12
525,a2b1bf8c-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),39.69375109831881,251.07183814977995,0,M12
528,a2b1ec96-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
531,a2b21d06-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
532,a2b22c1a-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
536,a2b26810-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,No,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
537,a2b27706-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Two year,No,Credit card (automatic),39.69375109831881,251.07183814977995,1,M12
539,a2b294e8-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,4,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Two year,No,Electronic check,39.69375109831881,251.07183814977995,0,M12
542,a2b2c1d4-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,39.69375109831881,251.07183814977995,0,M12
543,a2b2d0e8-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,4,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,251.07183814977995,0,M12
544,a2b2dfde-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,4,No,Yes,No,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,39.69375109831881,251.07183814977995,0,M12
545,a2b2eeca-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,4,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,39.69375109831881,251.07183814977995,0,M12
546,a2b301f8-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,4,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
547,a2b310ee-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,39.69375109831881,251.07183814977995,0,M12
548,a2b31fe4-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,39.69375109831881,251.07183814977995,0,M12
550,a2b33dee-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),39.69375109831881,251.07183814977995,0,M12
