PaymentMethod,OnlineSecurity,DeviceProtection,MultipleLines,Partner,SeniorCitizen,Contract,PhoneService,tenure_bins,InternetService,Dependents,TechSupport,PaperlessBilling,gender,StreamingTV,OnlineBackup,monthly_charges_bins,StreamingMovies,customerID,Churn
Mailed check,No internet service,No internet service,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",No,No,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7a99322-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,Yes,Yes,No,No,Month-to-month,Yes,"(36.0, 43.2]",Fiber optic,No,Yes,No,Male,Yes,No,"(98.65, 108.7]",Yes,f85d0f3c-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),Yes,Yes,No phone service,No,No,Two year,No,"(64.8, 72.0]",DSL,No,Yes,Yes,Male,Yes,Yes,"(58.45, 68.5]",Yes,e85e8afc-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Male,Yes,No,"(78.55, 88.6]",No,e7b6b2e6-773a-11ec-b2a1-acde48001122,1
Electronic check,No,Yes,No,No,No,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,Yes,Male,Yes,No,"(88.6, 98.65]",Yes,e84c6444-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,Yes,No phone service,Yes,No,One year,No,"(21.6, 28.8]",DSL,Yes,Yes,Yes,Male,Yes,Yes,"(58.45, 68.5]",Yes,fc077b22-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,Yes,No,Two year,Yes,"(28.8, 36.0]",No,Yes,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7e97316-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,No,Yes,No,No,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,No,No,Yes,Female,Yes,No,"(88.6, 98.65]",No,f2ebce3a-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,No,No,Yes,Male,No,Yes,"(58.45, 68.5]",No,faddceea-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No phone service,No,No,Month-to-month,No,"(36.0, 43.2]",DSL,No,No,Yes,Female,No,Yes,"(38.35, 48.4]",Yes,ec5b1bd4-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,No phone service,No,No,Two year,No,"(64.8, 72.0]",DSL,No,Yes,Yes,Male,Yes,No,"(58.45, 68.5]",Yes,f919170e-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,No,No,Yes,No,Two year,Yes,"(36.0, 43.2]",DSL,Yes,Yes,No,Female,Yes,Yes,"(68.5, 78.55]",Yes,f162d46e-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No phone service,Yes,Yes,Month-to-month,No,"(57.6, 64.8]",DSL,No,No,Yes,Male,Yes,Yes,"(48.4, 58.45]",Yes,ec45cc48-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,No,No,No,No,One year,Yes,"(28.8, 36.0]",Fiber optic,No,Yes,Yes,Male,No,No,"(88.6, 98.65]",Yes,f11bff26-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,No,No,Yes,Yes,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,Yes,Yes,Male,No,Yes,"(88.6, 98.65]",Yes,f7014360-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),Yes,No,Yes,Yes,No,Month-to-month,Yes,"(50.4, 57.6]",Fiber optic,No,No,Yes,Female,Yes,No,"(88.6, 98.65]",No,f368389e-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,No,Yes,Yes,Yes,One year,Yes,"(57.6, 64.8]",DSL,No,No,No,Male,No,Yes,"(58.45, 68.5]",Yes,f60e23f6-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,Yes,Yes,Male,No,No,"(48.4, 58.45]",No,e82a3a4a-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,No,Male,No,No,"(68.5, 78.55]",No,e97ec35c-773a-11ec-b2a1-acde48001122,1
Electronic check,No internet service,No internet service,Yes,No,No,One year,Yes,"(36.0, 43.2]",No,No,No internet service,Yes,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,eb1afe7e-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,e80ab9a4-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,Yes,No,Yes,Female,Yes,No,"(78.55, 88.6]",No,fa13e7ba-773a-11ec-b2a1-acde48001122,1
Electronic check,Yes,Yes,No,Yes,No,Month-to-month,Yes,"(43.2, 50.4]",Fiber optic,Yes,No,No,Male,No,No,"(88.6, 98.65]",Yes,f0983eca-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,Yes,Yes,Month-to-month,Yes,"(36.0, 43.2]",Fiber optic,No,Yes,Yes,Female,Yes,No,"(98.65, 108.7]",Yes,ed523bd0-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,No,No,Yes,Yes,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,No,Male,No,No,"(68.5, 78.55]",No,f15c7f2e-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,No,No,Yes,No,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,Yes,No,Male,No,No,"(78.55, 88.6]",No,f42c7380-773a-11ec-b2a1-acde48001122,1
Mailed check,No,No,No phone service,Yes,No,One year,No,"(36.0, 43.2]",DSL,No,Yes,No,Female,No,Yes,"(28.3, 38.35]",No,e8fb40cc-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),No,Yes,Yes,Yes,No,Two year,Yes,"(43.2, 50.4]",Fiber optic,Yes,Yes,Yes,Male,Yes,Yes,"(108.7, 118.75]",Yes,f765a350-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,Yes,Male,No,Yes,"(48.4, 58.45]",No,f1e17f08-773a-11ec-b2a1-acde48001122,1
Electronic check,No,Yes,No phone service,No,No,One year,No,"(7.2, 14.4]",DSL,No,Yes,No,Female,Yes,Yes,"(58.45, 68.5]",Yes,ea1ad4ea-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,No,No,Two year,Yes,"(36.0, 43.2]",No,No,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7bcd59a-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",Fiber optic,No,Yes,Yes,Male,Yes,Yes,"(108.7, 118.75]",Yes,e9b0dfcc-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,No,No,Yes,Female,No,No,"(78.55, 88.6]",No,f44ad2b2-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,Yes,No,No,Two year,Yes,"(64.8, 72.0]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,ee0fd9ec-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,No,Female,No,Yes,"(48.4, 58.45]",No,e8322cb4-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,Yes,Yes,No,Male,No,Yes,"(68.5, 78.55]",Yes,fbbc21e0-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,Yes,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,Yes,No,No,Male,No,No,"(48.4, 58.45]",No,ef1b555a-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,Yes,Yes,Yes,Yes,One year,Yes,"(50.4, 57.6]",Fiber optic,No,Yes,No,Female,No,Yes,"(88.6, 98.65]",No,f2ad420a-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,No phone service,No,No,One year,No,"(-0.073, 7.2]",DSL,No,No,Yes,Male,No,No,"(18.148999999999997, 28.3]",No,fc8ec050-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,Yes,No,Yes,Male,Yes,No,"(48.4, 58.45]",No,f455ad2c-773a-11ec-b2a1-acde48001122,1
Mailed check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,Yes,Female,No,No,"(48.4, 58.45]",Yes,f28fb76c-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,Yes,Yes,"(88.6, 98.65]",Yes,e9cddbe0-773a-11ec-b2a1-acde48001122,1
Electronic check,Yes,No,No,No,No,Month-to-month,Yes,"(21.6, 28.8]",DSL,No,Yes,No,Male,No,No,"(48.4, 58.45]",No,f12731de-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,No,Yes,No,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,Yes,Yes,Yes,Female,Yes,Yes,"(98.65, 108.7]",Yes,ece5581c-773a-11ec-b2a1-acde48001122,1
Mailed check,No,Yes,No,Yes,No,One year,Yes,"(43.2, 50.4]",Fiber optic,Yes,Yes,No,Female,Yes,No,"(98.65, 108.7]",Yes,eecd22d6-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,Yes,Yes,Yes,Yes,One year,Yes,"(64.8, 72.0]",Fiber optic,No,Yes,Yes,Male,Yes,Yes,"(98.65, 108.7]",Yes,f76a19ee-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,No,No,Two year,Yes,"(14.4, 21.6]",No,No,No internet service,Yes,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e8ebe88e-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,No,Yes,"(88.6, 98.65]",Yes,ec773404-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,Yes,No,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,Yes,Yes,No,Female,Yes,Yes,"(78.55, 88.6]",Yes,f537400c-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,No,Yes,Yes,Male,Yes,Yes,"(88.6, 98.65]",Yes,f4822334-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,Yes,Yes,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,e8754486-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,No,Yes,No,Two year,Yes,"(7.2, 14.4]",No,Yes,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,fd0534ba-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",Fiber optic,No,No,Yes,Male,Yes,Yes,"(88.6, 98.65]",No,fb506e3c-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,Yes,Yes,Yes,One year,Yes,"(50.4, 57.6]",DSL,Yes,No,Yes,Male,Yes,Yes,"(78.55, 88.6]",Yes,eaf569fc-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,Yes,No,No,Month-to-month,Yes,"(50.4, 57.6]",DSL,Yes,No,Yes,Male,No,Yes,"(48.4, 58.45]",No,fcd9c15e-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,No,No,No,One year,Yes,"(7.2, 14.4]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7e1a118-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,No,No,Yes,No,One year,Yes,"(21.6, 28.8]",DSL,No,Yes,No,Female,Yes,No,"(58.45, 68.5]",No,f6e786e6-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,No,Yes,Yes,Male,Yes,Yes,"(88.6, 98.65]",Yes,e8049e98-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,No,No,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,No,No,Yes,Female,Yes,No,"(88.6, 98.65]",Yes,eb5eb8bc-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),Yes,Yes,Yes,Yes,No,One year,Yes,"(57.6, 64.8]",Fiber optic,No,Yes,Yes,Female,No,Yes,"(98.65, 108.7]",Yes,faebe872-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,Yes,Female,No,No,"(58.45, 68.5]",Yes,ebe4af62-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),No internet service,No internet service,No,Yes,No,Month-to-month,Yes,"(21.6, 28.8]",No,Yes,No internet service,Yes,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,f76fa684-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,No,Yes,Yes,No,Month-to-month,Yes,"(50.4, 57.6]",Fiber optic,Yes,No,Yes,Female,No,Yes,"(78.55, 88.6]",No,f0756c88-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,No,No,No,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,No,Male,No,No,"(78.55, 88.6]",Yes,ecb6dcf8-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Male,Yes,No,"(88.6, 98.65]",Yes,e82bfcc2-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),Yes,Yes,Yes,Yes,No,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,No,No,Yes,Female,Yes,No,"(98.65, 108.7]",Yes,f54cb630-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),No,No,No,No,No,One year,Yes,"(36.0, 43.2]",Fiber optic,No,No,Yes,Male,No,No,"(68.5, 78.55]",No,f664e178-773a-11ec-b2a1-acde48001122,1
Mailed check,No,No,No phone service,No,No,Month-to-month,No,"(7.2, 14.4]",DSL,No,No,Yes,Female,Yes,No,"(28.3, 38.35]",No,f206e23e-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No internet service,No internet service,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",No,Yes,No internet service,Yes,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e802e08a-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No phone service,Yes,No,Month-to-month,No,"(7.2, 14.4]",DSL,Yes,No,No,Female,No,Yes,"(28.3, 38.35]",No,f1ead76a-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,Yes,Yes,No,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,Yes,No,No,Female,No,No,"(78.55, 88.6]",Yes,ed3ee62a-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,No,Yes,Yes,No,Two year,Yes,"(50.4, 57.6]",DSL,Yes,Yes,Yes,Male,No,Yes,"(58.45, 68.5]",No,f9aebdfe-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,No,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,Yes,No,No,Male,No,Yes,"(68.5, 78.55]",No,f4ae92c0-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,Yes,Yes,No,One year,Yes,"(50.4, 57.6]",Fiber optic,Yes,No,Yes,Female,No,No,"(88.6, 98.65]",Yes,eb07253e-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No,No,No,Month-to-month,Yes,"(14.4, 21.6]",DSL,Yes,Yes,No,Female,No,No,"(48.4, 58.45]",No,f1ba6a4e-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,Yes,No phone service,Yes,No,One year,No,"(28.8, 36.0]",DSL,Yes,Yes,No,Male,Yes,No,"(58.45, 68.5]",Yes,f1821b76-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,Yes,Yes,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,Yes,No,Yes,Female,Yes,Yes,"(68.5, 78.55]",No,f839fa88-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",No,Yes,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7b098e8-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,No,No,No,No,One year,Yes,"(43.2, 50.4]",DSL,No,Yes,Yes,Female,No,Yes,"(58.45, 68.5]",No,efd676e6-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,Yes,No,Two year,Yes,"(64.8, 72.0]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e83ef82c-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,Yes,Yes,No,No,Two year,Yes,"(64.8, 72.0]",Fiber optic,No,No,Yes,Male,No,Yes,"(98.65, 108.7]",Yes,f55bcd3c-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,Yes,Yes,Yes,Two year,Yes,"(64.8, 72.0]",DSL,Yes,Yes,No,Male,Yes,Yes,"(78.55, 88.6]",No,fb28438a-773a-11ec-b2a1-acde48001122,1
Mailed check,Yes,No,Yes,Yes,No,One year,Yes,"(50.4, 57.6]",Fiber optic,Yes,No,No,Female,Yes,No,"(98.65, 108.7]",Yes,ef8ca264-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,No,Yes,No,No,Month-to-month,Yes,"(28.8, 36.0]",Fiber optic,No,No,No,Female,Yes,Yes,"(98.65, 108.7]",Yes,f1543c60-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,No,No,Yes,No,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,No,Male,No,No,"(68.5, 78.55]",No,f100c490-773a-11ec-b2a1-acde48001122,1
Electronic check,No,Yes,No phone service,No,No,One year,No,"(21.6, 28.8]",DSL,No,Yes,No,Female,Yes,No,"(48.4, 58.45]",Yes,ea1ca45a-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,Yes,Yes,Month-to-month,Yes,"(28.8, 36.0]",Fiber optic,No,No,Yes,Male,No,No,"(78.55, 88.6]",Yes,e86dd728-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),No internet service,No internet service,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7c7606e-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,No,No,No,Two year,Yes,"(50.4, 57.6]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7fd9b8e-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,Yes,Female,No,Yes,"(78.55, 88.6]",Yes,e989a204-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,Yes,No,Yes,Month-to-month,Yes,"(21.6, 28.8]",DSL,No,No,No,Male,No,Yes,"(48.4, 58.45]",No,fccf249c-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,Yes,Yes,Yes,No,One year,Yes,"(57.6, 64.8]",Fiber optic,No,Yes,Yes,Male,Yes,No,"(98.65, 108.7]",Yes,ef4189f0-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,Yes,No,Two year,Yes,"(28.8, 36.0]",No,Yes,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7e97212-773a-11ec-b2a1-acde48001122,0
Electronic check,No internet service,No internet service,Yes,Yes,No,One year,Yes,"(43.2, 50.4]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e90984e8-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,e7afb964-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,No,No,No,One year,Yes,"(50.4, 57.6]",No,Yes,No internet service,Yes,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,edd5e714-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,Yes,Yes,Yes,One year,Yes,"(64.8, 72.0]",Fiber optic,No,Yes,Yes,Female,No,Yes,"(98.65, 108.7]",Yes,fb4d01d4-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,No,Male,No,No,"(68.5, 78.55]",No,e83993aa-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,Yes,No,Month-to-month,Yes,"(28.8, 36.0]",Fiber optic,Yes,No,No,Male,Yes,No,"(68.5, 78.55]",No,ec11846a-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,No,Yes,No,Two year,Yes,"(28.8, 36.0]",No,Yes,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7e9733e-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,No,Yes,Yes,Male,Yes,Yes,"(78.55, 88.6]",Yes,fe731f60-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,Yes,No,One year,Yes,"(14.4, 21.6]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7f940ca-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,Yes,Yes,No,One year,Yes,"(64.8, 72.0]",Fiber optic,Yes,No,Yes,Female,Yes,Yes,"(98.65, 108.7]",Yes,e9f2c892-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,Yes,Yes,No,No,Two year,Yes,"(64.8, 72.0]",Fiber optic,No,Yes,Yes,Male,Yes,No,"(98.65, 108.7]",Yes,f85310a4-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),Yes,No,Yes,Yes,No,One year,Yes,"(36.0, 43.2]",DSL,No,No,No,Male,No,No,"(48.4, 58.45]",No,f9f4aa44-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,Yes,No,No,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,e9051264-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,Yes,No phone service,Yes,No,One year,No,"(43.2, 50.4]",DSL,Yes,Yes,No,Female,No,Yes,"(48.4, 58.45]",Yes,f7f32298-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"(28.8, 36.0]",Fiber optic,Yes,Yes,Yes,Male,Yes,Yes,"(108.7, 118.75]",Yes,ea27a3b4-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,Yes,No phone service,No,No,Month-to-month,No,"(21.6, 28.8]",DSL,No,No,Yes,Female,Yes,No,"(48.4, 58.45]",Yes,fbf2b82c-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,No,No,No,Female,No,Yes,"(58.45, 68.5]",No,ef5e6f16-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"(43.2, 50.4]",Fiber optic,No,Yes,No,Female,Yes,Yes,"(108.7, 118.75]",Yes,f2ccfbf4-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),Yes,Yes,No,Yes,No,One year,Yes,"(57.6, 64.8]",Fiber optic,No,No,Yes,Female,No,No,"(78.55, 88.6]",No,e8f2456c-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,No,No,Yes,No,Month-to-month,Yes,"(57.6, 64.8]",Fiber optic,No,No,Yes,Male,No,No,"(68.5, 78.55]",No,efb56294-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,No,No,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,Yes,Female,No,No,"(48.4, 58.45]",No,f4281fec-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,Yes,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Male,Yes,No,"(78.55, 88.6]",No,e87f69e8-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,Yes,Yes,Yes,No,One year,Yes,"(21.6, 28.8]",Fiber optic,Yes,No,No,Female,No,Yes,"(78.55, 88.6]",No,f73cf9c8-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,No,No,No,No,Two year,Yes,"(50.4, 57.6]",DSL,No,No,Yes,Male,Yes,Yes,"(58.45, 68.5]",No,fd848814-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,Yes,Yes,No,Month-to-month,Yes,"(36.0, 43.2]",Fiber optic,Yes,No,Yes,Male,No,No,"(78.55, 88.6]",No,eae9296c-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No phone service,Yes,No,Month-to-month,No,"(-0.073, 7.2]",DSL,Yes,No,Yes,Female,No,Yes,"(28.3, 38.35]",No,f201c22c-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,Yes,Yes,No,Two year,Yes,"(43.2, 50.4]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e8073b62-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,No phone service,Yes,No,Month-to-month,No,"(21.6, 28.8]",DSL,No,No,No,Male,No,No,"(28.3, 38.35]",No,ea6ec64a-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,Yes,No,No,Female,Yes,No,"(48.4, 58.45]",No,faae412a-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,No,No,No,One year,Yes,"(7.2, 14.4]",DSL,No,Yes,No,Female,No,No,"(58.45, 68.5]",Yes,f4e2066e-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,Yes,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,Yes,Female,Yes,No,"(78.55, 88.6]",No,fa972d28-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,No,No,Yes,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,No,No,Yes,Female,No,Yes,"(68.5, 78.55]",No,e8b43484-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,No,Male,Yes,No,"(48.4, 58.45]",No,e8f9785a-773a-11ec-b2a1-acde48001122,1
