,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Period
1253,ef1d4c6c-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,67.66220157006842,171.07403724581673,3,M12
5259,ef481f00-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,No,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),56.235557233806674,118.57750101115623,4,M12
2917,effa85d2-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,No,No,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,111.90287169664855,111.90287169664855,5,M12
2944,f00cd142-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,Yes,1,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),111.20300843086763,111.20300843086763,4,M12
2209,f04782a6-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,Yes,1,Yes,No,No,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),49.36357661468098,49.36357661468098,5,M12
3706,eb26f6ee-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),67.09271367466235,367.1072969646592,3,M12
460,8597-CWYHH,Male,No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,49.26525979775724,4613.892564347114,4,M12
1692,f025bf86-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,31.442290430123418,31.442290430123418,5,M12
1369,e7b565c2-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),29.27451985273472,536.2510798660629,5,M12
5697,ef35f5c8-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),79.27436692595265,156.05527292507475,5,M12
519,ee541194-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),93.40443021869898,154.8248678535305,1,M12
3249,f00500d4-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,Yes,1,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),86.87479101773788,86.87479101773788,2,M12
6657,e9601714-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,No,8,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),89.6734528168564,648.9787434720581,1,M12
890,e9824960-6e47-11ec-ac64-acde48001122,Male,No,No,No,8,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,64.63040242833144,563.3586544646247,4,M12
1276,ee47335c-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),64.70642538496223,191.8058324045454,5,M12
1304,ef2cfb8a-6e47-11ec-ac64-acde48001122,Male,Yes,No,Yes,2,Yes,Yes,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,35.25789988330183,136.03524542726825,5,M12
152,ef0b7d66-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.702439548645888,81.28903920003911,5,M12
4382,eb7b7b74-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,6,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,98.52971478553884,298.15074009589347,3,M12
5556,ef00801e-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),19.418892146420063,124.68960652325937,3,M12
6089,ef4ec346-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,100.72039325314216,120.75977215235267,7,M12
570,ed2dda34-6e47-11ec-ac64-acde48001122,Male,No,No,No,4,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),98.14640260390925,336.5195298343789,3,M12
1059,ef1820e8-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,2,Yes,Yes,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,44.70431825333225,79.02854967883667,3,M12
3330,f0032cb4-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,No,No,DSL,No,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,37.588667880164266,37.588667880164266,4,M12
5950,ec3d6af4-6e47-11ec-ac64-acde48001122,Male,No,No,No,5,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,No,Mailed check,21.046430827029592,321.83823564647685,5,M12
3508,ed3eb19c-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),85.41282615281139,268.34777527076534,5,M12
1413,e79e80c8-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,10,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,110.14881792723824,877.4231376909736,8,M12
3702,ee47a148-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,No,Electronic check,46.91533381570832,215.68682495407103,6,M12
106,ef39871a-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,2,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,35.69868082246616,124.11234274249296,5,M12
4498,4324-BZCKL,Female,No,Yes,Yes,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,61.549532817929915,1405.686617190899,4,M12
5341,ef090838-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,No,2,Yes,Yes,No,Yes,No,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,34.73290932298079,85.57856876606093,5,M12
3509,ea85ff50-6e47-11ec-ac64-acde48001122,Male,No,No,No,7,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),58.644074168984936,430.1309665522307,7,M12
2808,ed3076c2-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,4,No,No,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),111.68265340813929,365.22324356143,2,M12
5648,ed280ad2-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,4,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,60.37550091469288,186.9514323028661,6,M12
3019,f009bc14-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,1,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,86.55895774834568,86.55895774834568,2,M12
4361,ec3418e6-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,5,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),115.49663273902425,250.27751882499922,4,M12
1914,f01ab334-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),97.09246811109983,97.09246811109983,3,M12
1849,f02acde6-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,1,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),63.213616811317685,63.213616811317685,5,M12
3129,efff7754-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,1,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,59.45206787761565,59.45206787761565,4,M12
6254,ef368da8-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,114.1090256087733,208.5585182924533,4,M12
1890,f019bad8-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,105.0933254345241,105.0933254345241,5,M12
5496,ee30afec-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,3,Yes,No,No,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.00755951435315,180.3834414450739,1,M12
6565,ee243c12-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,73.60821294052204,197.95726476644057,5,M12
3122,f0106d20-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),34.49289302870497,34.49289302870497,3,M12
4038,ef54ef96-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,Yes,No,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),84.35689626097157,157.52052906978375,1,M12
6137,ed1f1a6c-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,4,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,52.82601358994194,130.10510227284172,5,M12
684,ef072f22-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Mailed check,73.83692933353845,144.78140891478748,0,M12
1182,ed282904-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,4,Yes,Yes,No,No,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,106.23503078995202,238.55930481607174,1,M12
4117,ef33b1d2-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),26.97068325293813,69.19185201086665,2,M12
965,ed1ac26e-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,4,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,One year,Yes,Mailed check,81.88996184966479,209.90769118144368,5,M12
2617,eff83796-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,98.3637476098074,98.3637476098074,4,M12
6038,ef39d7ec-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.66344060276859,108.7794216518229,5,M12
5273,ef18de0c-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),22.06157521401456,48.002136453945496,3,M12
498,ed1efaf0-6e47-11ec-ac64-acde48001122,Female,No,No,No,4,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),98.00158785064625,273.21794379184234,4,M12
2975,f009396a-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),67.97993468904869,67.97993468904869,4,M12
2181,f03f6968-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.541746852448586,24.541746852448586,5,M12
645,eb4d26d4-6e47-11ec-ac64-acde48001122,Male,No,No,No,6,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,53.600158533684024,528.9720048575998,5,M12
2190,f043e0d8-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,1,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.14761056467931,90.14761056467931,4,M12
2680,eff402c0-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,1,Yes,Yes,No,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,79.87946344815741,79.87946344815741,4,M12
2345,f0330b28-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),88.79590138117901,88.79590138117901,1,M12
5129,ef04ec6c-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,One year,No,Electronic check,89.93880169446409,187.17836414969594,3,M12
3731,ee0d64b0-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,100.76914529642922,221.88779105854422,3,M12
1222,e94e121c-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),84.31462023662763,585.0443890028376,4,M12
6590,ef092886-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,2,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),100.20362482317377,136.96584854747033,6,M12
3647,ed4d8212-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,4,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),108.57301541161505,370.02705863619735,5,M12
637,ec5d4540-6e47-11ec-ac64-acde48001122,Female,No,No,No,5,Yes,No,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,104.40972417360923,391.42155412842794,5,M12
1763,f02480da-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,1,Yes,No,No,Yes,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,117.27670933084997,117.27670933084997,2,M12
5709,e8a4ac2c-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,9,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.1864417804319,595.8788427918544,0,M12
688,ef077f5e-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.90738920050148,168.0697801837892,6,M12
2499,f038494e-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),58.13733484296129,58.13733484296129,4,M12
2024,f0210bf8-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,1,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,86.7211446678916,86.7211446678916,3,M12
3835,ef06cea6-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,113.38801338904251,139.0826304583485,4,M12
5187,ec1ef736-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,5,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),51.77944290904436,403.35375886519154,11,M12
4464,ed56f0a4-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,4,No,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,63.71086782239502,370.5289664441435,2,M12
5023,ee2bb4c4-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.9333583771494,198.80535363034613,6,M12
1460,ec5aedd6-6e47-11ec-ac64-acde48001122,Male,Yes,No,Yes,5,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,One year,Yes,Credit card (automatic),66.67805581129291,404.7127123771716,7,M12
5565,ee242be6-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,3,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),52.72786853076905,185.09373702148287,2,M12
4593,ed2f9360-6e47-11ec-ac64-acde48001122,Female,No,No,No,4,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.919741844413245,179.0009392806926,2,M12
3691,ef204106-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No phone service,No,No internet service,No,No,No,No,No internet service,Two year,Yes,Mailed check,47.42816897402889,104.41780230283922,6,M12
5459,ee5232ac-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,3,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,30.646733072670326,222.98327714783275,3,M12
2906,ec2c94ea-6e47-11ec-ac64-acde48001122,Male,No,No,No,5,Yes,Yes,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,114.15299552499147,320.3312359191565,1,M12
2021,f0213a38-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),58.35416995545252,58.35416995545252,4,M12
2725,ed51219c-6e47-11ec-ac64-acde48001122,Female,No,No,No,4,Yes,No,No,No,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),101.15203232263372,314.0164009641529,5,M12
6439,ef33f3cc-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,2,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),20.24466898238036,69.02202617352921,2,M12
1700,f028de82-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,1,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),19.53655823352109,19.53655823352109,3,M12
666,ef20c158-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.31127632304099,106.74284535704987,8,M12
4548,ef150c8c-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,2,Yes,No phone service,No,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,41.35080930444191,143.24777788051404,6,M12
2692,eff6a778-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),57.56371888169862,57.56371888169862,1,M12
4602,ec25d966-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.77469538544095,400.8682983125708,2,M12
5995,ee41072a-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.6245634413646,255.56911017025192,2,M12
2363,f0305afe-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.538540956191966,45.538540956191966,5,M12
2883,ee440cae-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),94.45586124525248,240.05111568535654,4,M12
3848,ef1a68b2-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),58.45349919161216,129.55073303909185,4,M12
4303,ef340416-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),103.92023433165063,205.99270739787386,4,M12
3614,ea563b8a-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),77.00302085895879,548.8661856676802,4,M12
2077,f01d86c2-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Two year,No,Electronic check,50.83516991586029,50.83516991586029,5,M12
832,ea75b988-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,7,Yes,No,DSL,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,28.843381206179014,458.3058707676976,5,M12
4373,ef51c460-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,2,No,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,90.17036820558087,156.14761036868617,3,M12
2282,f0462d7a-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,1,No,Yes,No,No,No,No,Yes,Yes,No,Two year,No,Mailed check,79.0067442784709,79.0067442784709,1,M12
312,ef3f3df4-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,43.37353308439902,122.91856205255328,6,M12
3855,ef3f1d74-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,26.986046218174945,117.76602111018671,4,M12
6083,ef50fb8e-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.69284276489779,161.64851509804612,3,M12
2193,f048913c-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.84954811370186,109.84954811370186,4,M12
5782,e9444ae8-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,No,Credit card (automatic),23.79223004719865,493.0860110109441,5,M12
5040,ee5caa70-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Mailed check,65.27712424413333,170.46940642929303,4,M12
